,Date,Index_Component_Count,Internal_Number,ISIN,SEDOL,Instrument_Name,Country,Currency,ICB,Mcap_Units_Index_Currency,InfoCode,Close_USD_Cutoff,shares_Cutoff,freeFloat_Cutoff,Free_Float,Capfactor,Free_Float_Market_Cutoff,Full_Market_Cap_Cutoff,FOR_FF,Weight
51083,2023-12-18,2027,CN2SNG,CNE100000WV5,BD5CJH1,PENGDU AGRI. & ANIMAL HUSB.'A' (CCS),CN,CNY,45102010.0,86872752.0,311537.0,0.24540999385,6374261088.0,0.5283,0.6224,0.096401,93858414.93245266,1564307374.4043744,0.0599999824,6.306339323004221e-05
51406,2023-12-18,2027,HK90HR,KYG2163M1033,BF13433,CHINA EDUCATION GROUP HOLDINGS,CN,HKD,40201010.0,613770198.0,302907.0,0.608172566075,2551426543.0,0.3948,0.3948,1.0,612614171.4586681,1551707627.8081768,0.3948,0.00044555318506952406
51042,2023-12-18,2027,CN2IUD,CNE100001757,BP3RDR0,BEIJING JINGYUNTONG TECH.'A' (CCS),CN,CNY,10102020.0,87957396.0,310966.0,0.639468326832,2414602861.0,0.5403,0.5403,0.1110494,92643708.91475618,1544062051.48743,0.05999999082,6.385076705568787e-05
51003,2023-12-18,2027,CN37MV,CNE100003K38,BHZM366,BANK OF QINGDAO 'A' (CCS),CN,CNY,30101010.0,91425717.0,318663.0,0.436128617642,3528409250.0,0.5295,0.5295,0.1133144,92330376.14189048,1538840248.6777458,0.059999974799999994,6.636851958493908e-05
50993,2023-12-18,2027,CN2TXR,CNE0000002R2,BD5CD46,Csg Holding 'A' (CCS),CN,CNY,50203020.0,90420841.0,310036.0,0.782507294676,1961323047.0,0.6688,0.7622,0.0787195,92084979.94039336,1534749591.4936593,0.060000002899999995,6.563905161165061e-05
51077,2023-12-18,2027,CN2TTN,CNE100000J59,BD5CCP0,ZHEJIANG YONGTAI TECH. 'A' (CCS),CN,CNY,55201020.0,85174810.0,311554.0,1.6786043579340002,913760795.0,0.7202,0.7202,0.0833102,92030580.420185,1533842852.5962362,0.06000000604,6.183080900124048e-05
51418,2023-12-18,2027,KY11J3,KYG1193D1097,BKY5R76,Blue Moon Group Holdings Ltd,CN,HKD,45201030.0,363545351.0,332958.0,0.261194112588,5862881906.0,0.2417,0.2417,1.0,370127352.19731694,1531350236.6459122,0.2417,0.00026390787559103367
51074,2023-12-18,2027,CN2YZY,CNE1000018X4,BD5LX09,XIAMEN KINGDOMWAY GP.'A' (CCS),CN,CNY,45102020.0,84460193.0,311631.0,2.498974908804,609934771.0,0.4572,0.4597,0.1305199,91452698.32146978,1524211688.7361138,0.059999998029999994,6.131204826392813e-05
51461,2023-12-18,2027,CN8CK3,KYG982771092,B2RJYH8,XTEP INTERNATIONAL HDG.,CN,HKD,40204025.0,787500027.0,152184.0,0.577443846947,2636716923.0,0.5335,0.5343,1.0,813501651.2058175,1522555963.3273768,0.5343,0.0005716685926027745
51471,2023-12-18,2027,PH047,HK0817039453,B23TGR6,CHINA JINMAO HOLDINGS GROUP,CN,HKD,35101010.0,824555479.0,138623.0,0.11395233343300001,13314992912.0,0.636,0.6349,1.0,963317587.647376,1517274511.966256,0.6349,0.000598568195608248
50996,2023-12-18,2027,CN2YFE,CNE0000016D2,BFB4HB5,TIBET SUMMIT RESOURCES 'A' (CCS),CN,CNY,55102050.0,90523468.0,310831.0,1.656166872782,914210168.0,0.8022,0.8394,0.0714796,90845039.72547404,1514084595.0020669,0.05999997624000001,6.571355146008432e-05
51076,2023-12-18,2027,CN33CH,CNE000001QF9,BD6QV87,SANSTEEL MINGUANG 'A' (CCS),CN,CNY,55102010.0,85179375.0,310958.0,0.612823813214,2451576238.0,0.4345,0.4345,0.1380898,90143085.10651538,1502384298.5559926,0.060000018100000004,6.183412286414303e-05
51072,2023-12-18,2027,CN2IVE,CNE000001907,BP3RF85,Xinan Chemical 'A' (CCS),CN,CNY,55201015.0,83858455.0,309531.0,1.31119053857,1145746540.0,0.7144,0.7144,0.0839866,90137561.99281514,1502292022.8473141,0.06000002704,6.087522959245955e-05
51005,2023-12-18,2027,CN2HI0,CNE000001PZ9,BD5LWR9,XINJIANG TECON ANM BIO-TECH A (CCS),CN,CNY,45102010.0,100543236.0,310585.0,1.096632086804,1354788857.0,0.7363,0.7319,0.0819784,89142282.45507039,1485704931.430716,0.059999990960000006,7.298718507834237e-05
51089,2023-12-18,2027,CN376F,CNE1000031J6,BQ3RX33,WENCAN GROUP 'A' (CCS),CN,CNY,40101025.0,82435805.0,355420.0,5.617785344932001,263550675.0,0.431,0.5456,0.1099707,88834287.78926617,1480571119.6619363,0.06000001392,5.984248763006932e-05
51465,2023-12-18,2027,KY119T,KYG5141L1059,BLBFH65,Jiumaojiu International Holdin,CN,HKD,40501040.0,722599962.0,321995.0,1.010206641333,1454511700.0,0.6267,0.6267,1.0,920846269.5675472,1469357379.236552,0.6267,0.000524555795718542
51088,2023-12-18,2027,CN2USN,CNE000001P86,BD5CN91,Gold Mantis 'A' (CCS),CN,CNY,50101035.0,83546468.0,311056.0,0.549718386224,2655323689.0,0.515,0.515,0.1165049,87580849.49565226,1459680253.2194386,0.0600000235,6.0648749385366985e-05
51063,2023-12-18,2027,CN2HGY,CNE100000BT3,BD5LV83,JIANGSU AZURE 'A' (CCS),CN,CNY,50203000.0,45837107.0,310846.0,1.264913225444,1152046537.0,0.8113,0.8113,0.0423446,50062238.73463116,1457238900.9782605,0.034354173980000006,3.327445530065078e-05
51095,2023-12-18,2027,CN2TVP,CNE100000BQ9,BD5CCS3,Joyoung 'A' (CCS),CN,CNY,40202020.0,83304822.0,311290.0,1.894565152522,767017000.0,0.3293,0.3293,0.1822047,87189831.97940998,1453163679.5919669,0.06000000771,6.0473331704107536e-05
51079,2023-12-18,2027,CN2F4K,CNE100001M04,BP3RJD8,CTS INTL.LOGISTICS 'A' (CCS),CN,CNY,50206040.0,85444959.0,311496.0,1.105046143736,1309462971.0,0.5421,0.5454,0.110011,86821019.51990794,1447017006.4686358,0.0599999994,6.202691781816506e-05
51097,2023-12-18,2027,CN2L1N,CNE000000TB4,BP3RFK7,NUODE NEW MATERIALS 'A' (CCS),CN,CNY,50202010.0,79193472.0,310295.0,0.8273822649800001,1746472532.0,0.7033,0.7033,0.0853121,86700023.85394092,1445000399.2515156,0.059999999930000006,5.748878619602539e-05
51098,2023-12-18,2027,CN2HBT,CNE0000009C9,BD5LRK7,HUBEI YIHUA CHM.IND.'A' (CCS),CN,CNY,55201000.0,79562305.0,310135.0,1.3616748801620002,1057866712.0,0.8551,0.8031,0.0747105,86428235.370598,1440470528.2899692,0.06000000255,5.775653252591277e-05
51068,2023-12-18,2027,CN3CBP,CNE100005HS1,BN6N6R2,HOLLY FUTURES 'A' (CCS),CN,CNY,30202015.0,47122262.0,357131.0,1.887553438412,758077778.0,0.1678,0.1678,0.2,48021417.339982435,1430912316.447629,0.03356,3.42073857450156e-05
51078,2023-12-18,2027,CN3204,CNE0000013G2,BD5LT56,CHENGZHI 'A' (CCS),CN,CNY,55201000.0,83730586.0,311093.0,1.169553913548,1215237535.0,0.4663,0.534,0.1123596,85277186.418926,1421285814.9496746,0.0600000264,6.078240586069919e-05
51101,2023-12-18,2027,CN31Z2,CNE1000006X9,BD5LSK4,ANHUI TRUCHUM ADMA. & TECH.'A' (CCS),CN,CNY,55102040.0,81621187.0,310823.0,1.0629758590760001,1334533577.0,0.6765,0.7081,0.0847338,85114623.8908615,1418576975.4773421,0.06000000377999999,5.9251133332161615e-05
51103,2023-12-18,2027,CN30QS,CNE100000C98,BFY8GD9,LIER CHEMICAL 'A' (CCS),CN,CNY,55201015.0,78180522.0,310461.0,1.769756641364,800437228.0,0.5897,0.5897,0.1017467,84994787.08150753,1416579100.2479904,0.060000028989999996,5.675345707726591e-05
51087,2023-12-18,2027,CN31MP,CNE1000013N6,BHQPRM8,JIANGSU SHUANGXING A (CCS),CN,CNY,50203015.0,75237789.0,318385.0,1.217233569496,1156278085.0,0.6341,0.6329,0.0948017,84447624.31570873,1407460500.7345493,0.05999999593,5.461724377588435e-05
51062,2023-12-18,2027,CN367F,CNE100003PQ3,BL591D8,BAFANG ELECTRIC (SUZHOU) 'A' (CCS),CN,CNY,40101025.0,61238266.0,326891.0,8.287846078020001,168118637.0,0.2705,0.2705,0.2,75379768.99896626,1393341386.3025184,0.05410000000000001,4.445459319032421e-05
51099,2023-12-18,2027,CN2E7M,CNE000000438,BP3R4L1,SHANGHAI WAIGAOQIAO 'A' (CCS),CN,CNY,35101010.0,80843821.0,309942.0,1.482276362854,934791624.0,0.3559,0.3559,0.1685867,83137180.75504176,1385619528.449104,0.060000006530000004,5.8686821317024055e-05
51096,2023-12-18,2027,CN2F3J,CNE000001C57,BP3RHQ7,Jinjing 'A' (CCS),CN,CNY,50203020.0,77888974.0,310921.0,0.969018890002,1428770000.0,0.6797,0.6797,0.0882742,83070270.81098501,1384505119.4681575,0.05999997374,5.654181411965093e-05
51057,2023-12-18,2027,CN392D,CNE100001ZW4,BP91NN2,SHINGHWA ADVANCED MATERIAL GROUP A (CCS),CN,CNY,55201000.0,72790711.0,349013.0,6.825202514674,202680000.0,0.6327,0.6328,0.0948167,82999933.47510426,1383332045.6741264,0.06000000776000001,5.2840840489171556e-05
51398,2023-12-18,2027,CN92IS,VGG9833A1049,BGSN864,XINYI ENERGY HOLDINGS,CN,HKD,65101010.0,503839132.0,317058.0,0.167727591907,8184440280.0,0.3641,0.3604,1.0,494741427.9212874,1372756459.2710528,0.3604,0.00036575110808046167
51093,2023-12-18,2027,CN2FT9,CNE1000016H1,BD5LXM1,ZHEJIANG AKCOME NEW ENERGY TECHNOLOGY 'A' (CCS),CN,CNY,60102020.0,76501071.0,311466.0,0.304308392374,4479532523.0,1.0,1.0,0.06,81789560.43967068,1363159340.661178,0.06,5.553429598952245e-05
51494,2023-12-18,2027,CN8FF1,KYG2116J1085,BH7HM06,CHINA CONCH VET.HOLDINGS,CN,HKD,65103035.0,1264791739.0,270191.0,0.749012528745,1812985059.0,0.8393,0.8393,1.0,1139726195.8730013,1357948523.618493,0.8393,0.0009181481759742792
51091,2023-12-18,2027,CN2IK3,CNE1000013D7,BP3R9W7,CAMEL GROUP 'A' (CCS),CN,CNY,40101025.0,76191769.0,310013.0,1.145714085574,1173146118.0,0.6345,0.6345,0.0945626,80645361.18381551,1344090031.8290582,0.059999969699999996,5.5309764900040694e-05
51409,2023-12-18,2027,HK60RY,KYG410121084,BD20C13,GREENTOWN SER GRP,CN,HKD,35101015.0,523062412.0,291284.0,0.41483770822800003,3232379627.0,0.4621,0.4621,1.0,619635877.2391104,1340912956.5875576,0.4621,0.00037970583194843824
51414,2023-12-18,2027,KY11DX,KYG0405D1051,BKP5JH9,ANGELALIGN TECHNOLOGY,CN,HKD,20102015.0,266876790.0,340929.0,7.893439726005,169741384.0,0.2262,0.2233,1.0,299187027.5607091,1339843383.6126697,0.2233,0.00019373342692932528
51065,2023-12-18,2027,CN35HO,CNE100004FX8,BP91N32,GUANGDONG SHUNKONG DEV. 'A' (CCS),CN,CNY,65102030.0,54682171.0,348972.0,2.16661965999,617518730.0,0.2094,0.2094,0.2,56032433.888362765,1337928220.8300564,0.04188,3.969533798636206e-05
51082,2023-12-18,2027,CN2QRI,CNE000000073,BD5CKX4,JINKE PROPERTY GROUP 'A' (CCS),CN,CNY,35101010.0,86698989.0,311158.0,0.249617022316,5339715816.0,0.9122,0.9122,0.065775,79972977.74043591,1332883962.00357,0.059999955,6.293725374273978e-05
51243,2023-12-18,2027,CN38R1,CNE100000YT5,BNR4M21,XIZI CLEAN ENERGY EQUIPMENT'A' (CCS),CN,CNY,50202010.0,19812839.0,340857.0,1.799205840626,739202803.0,0.2551,0.2551,0.0636121,21582147.12963619,1329978000.5647106,0.01622744671,1.4382701458111012e-05
51056,2023-12-18,2027,CN346C,CNE1000036C0,BFYX656,MILKYWAY CHEM. SUPPLY CHAIN'A' (CCS),CN,CNY,50206060.0,69680293.0,319422.0,8.074689969076,164384094.0,0.6139,0.6138,0.0977517,79641027.01297387,1327350594.8974462,0.05999999346,5.0582899892978613e-05
51469,2023-12-18,2027,CN92FP,KYG5140J1013,BJ9JY53,JINXIN FERTILITY GROUP,CN,HKD,20101010.0,896284165.0,317651.0,0.480136236375,2720913796.0,0.7735,0.7735,1.0,1010507600.907729,1306409309.5122547,0.7735,0.0006506380820450472
51402,2023-12-18,2027,CN8EXI,KYG7956A1094,BMWYQP0,SEAZEN GROUP,CN,HKD,35101010.0,438707562.0,264494.0,0.184372314768,7065741521.0,0.3667,0.3667,1.0,477710034.8230103,1302727119.779139,0.3667,0.0003184702551543334
51421,2023-12-18,2027,680206,HK0604011236,6535261,SHENZHEN INVESTMENT,CN,HKD,35101010.0,323697384.0,44485.0,0.144681052561,8898793115.0,0.2578,0.2578,1.0,331914085.28452104,1287486754.40078,0.2578,0.00023498110678855867
51050,2023-12-18,2027,CN2KJ4,CNE000001782,BP3R938,Capital Dev 'A' (CCS),CN,CNY,35101010.0,70095115.0,309625.0,0.493624673344,2579565242.0,0.4735,0.4735,0.1267159,76400195.81136115,1273337049.9517863,0.059999978649999994,5.0884030941601e-05
51051,2023-12-18,2027,CN2P8Y,CNE000001P11,BD5CN35,JIANGSU SHAGANG 'A' (CCS),CN,CNY,55102010.0,70133333.0,313436.0,0.556730100334,2206771772.0,0.7336,0.732,0.0819672,73714564.40805575,1228576270.039799,0.0599999904,5.091177447115404e-05
51102,2023-12-18,2027,CN2V40,CNE100000080,BD5LSJ3,NANJI E-COMMERCE A (CCS),CN,CNY,10101020.0,82196019.0,311429.0,0.49783170180999997,2454870403.0,0.7506,0.7506,0.0799361,73326783.42954673,1222112310.4484904,0.06000003666,5.9668420175534684e-05
51047,2023-12-18,2027,CN2U61,CNE1000008B1,BD5CH55,SHENZHEN JINJIA GP.'A' (CCS),CN,CNY,50203030.0,68880630.0,311163.0,0.8273822649800001,1470887550.0,0.6852,0.6833,0.0878092,73019208.43875115,1216986272.6498833,0.06000002636000001,5.000240185349536e-05
51052,2023-12-18,2027,CN366E,CNE100003Q57,BL6CND0,GRG METROLOGY & TEST GROUP 'A' (CCS),CN,CNY,40201070.0,71040067.0,332780.0,2.069858005272,575225846.0,0.4876,0.4876,0.1230517,71438159.95141906,1190635822.1824589,0.06000000892,5.1569998384643615e-05
51045,2023-12-18,2027,CN2H1J,CNE1000005Y9,BD5CMZ0,RiseSun Real Est 'A' (CCS),CN,CNY,35101010.0,67673150.0,310996.0,0.26644513618,4348163851.0,0.5637,0.5679,0.1056524,69512824.20132278,1158547109.4126482,0.059999997959999996,4.912585789345814e-05
51049,2023-12-18,2027,CN34U0,CNE0000004Q0,BL61WF2,GANSU SHANGFENG CMT.'A' (CCS),CN,CNY,50101030.0,64345291.0,321662.0,1.17095625637,969395450.0,0.4404,0.4396,0.1364877,68107171.98779944,1135119667.0741115,0.059999992919999995,4.67100707116369e-05
51464,2023-12-18,2027,CN93KV,CNE100000353,6391935,HISENSE HOME APPLIANCES GROUP 'H',CN,HKD,40202020.0,672788865.0,43932.0,2.463418983428,459589808.0,0.6785,0.6785,1.0,768172091.7932904,1132162257.6172297,0.6785,0.0004883965084275077
51457,2023-12-18,2027,CN1AU4,CNE1000003J5,6005504,JIANGSU EXPRESSWAY H,CN,HKD,50206060.0,1092538021.0,45118.0,0.9000953977910001,1222000000.0,1.0,1.0,1.0,1099916576.1006021,1099916576.1006021,1.0,0.0007931043192587604
51411,2023-12-18,2027,CN57U5,CNE100001ZT0,BYMW733,LEGEND HOLDINGS 'H',CN,HKD,10102030.0,565634924.0,283895.0,0.8616844988810001,1271853990.0,0.4953,0.4953,1.0,542817530.7317674,1095936868.0229504,0.4953,0.0004106104251981915
51064,2023-12-18,2027,CN36Y6,CNE100005568,BP91NK9,JIANGSU BOQIAN NEW MATLS. 'A' (CCS),CN,CNY,55201000.0,47691406.0,349008.0,4.083622297664,261600000.0,0.5267,0.5267,0.0918038,51654395.407878585,1068275593.0689024,0.04835306146,3.462054350795281e-05
51416,2023-12-18,2027,CN534B,BMG202981087,BQWJ9K9,CGN NEW ENERGY HOLDINGS,CN,HKD,65101015.0,289358364.0,278437.0,0.241988663133,4290824000.0,0.2767,0.2767,1.0,287306122.260171,1038330763.4989917,0.2767,0.00021005343877368696
51451,2023-12-18,2027,CN1IDV,CNE100000X44,B4Q1Y57,CHONGQING RUR.COML.BK. 'H',CN,HKD,30101010.0,957501862.0,244425.0,0.37002499283300005,2513336041.0,1.0,1.0,1.0,929997150.5579457,929997150.5579457,1.0,0.0006950777436152087
51405,2023-12-18,2027,608071,CNE1000002Z3,6080716,DATANG INTL.PWR.GNRTN. 'H',CN,HKD,65101015.0,429066207.0,44532.0,0.151082869046,6110621398.0,0.4639,0.4639,1.0,428277217.5619194,923210212.4637194,0.4639,0.00031147132225952377
50790,2023-12-18,2027,CN1SF7,US23344D1081,BMH5F39,DADA NEXUS 1 ADS,CN,USD,10101020.0,793408694.0,326483.0,3.08,256234032.0,1.0,1.0,1.0,789200818.5600001,789200818.5600001,1.0,0.0005759578614691087
51462,2023-12-18,2027,HK00LM,CNE1000004F1,6579010,SINOTRANS 'H',CN,HKD,50206060.0,787700557.0,11174.0,0.36490353964500005,2038300000.0,0.9474,0.9474,1.0,704659905.1148516,743782884.8584036,0.9474,0.0005718141630141322
50775,2023-12-18,2027,CN24GL,CNE000000J85,6460200,INNER MONGOLIA EERDUOSI 'B',CN,USD,40204020.0,394365732.0,41685.0,0.882,823200000.0,0.5704,0.5577,1.0,404925000.47999996,726062400.0,0.5577,0.0002862812638141064
50789,2023-12-18,2027,CN24OT,CNE0000004K3,6196077,LAO FENG XIANG 'B',CN,USD,40204030.0,681062891.0,26374.0,3.406,206008134.0,1.0,1.0,1.0,701663704.404,701663704.404,1.0,0.0004944028584419932
51408,2023-12-18,2027,CN12Y0,CNE100000TW9,B3ZXLP6,CHINA SUNTIEN GRN.EN.'H',CN,HKD,65102020.0,625116949.0,242719.0,0.33289445722000005,1839004396.0,1.0,1.0,1.0,612194370.231614,612194370.231614,1.0,0.00045379011326303147
51420,2023-12-18,2027,CN427C,CNE100005KF2,BQ0QV84,AIM VACCINE H 'H',CN,HKD,20103015.0,309921443.0,358245.0,1.125439338063,492173711.0,0.5636,0.6734,1.0,373004108.82706714,553911655.5198503,0.6734,0.00022498076071460373
51401,2023-12-18,2027,HK009A,CNE1000004C8,6797458,SINOPEC SHAI.PETROCHEM. 'H',CN,HKD,60101020.0,464090125.0,26852.0,0.14340068926400001,3470472000.0,0.9392,0.9392,1.0,467409857.7976308,497668076.87141263,0.9392,0.00033689617714717317
50773,2023-12-18,2027,CN24IN,CNE000000SJ9,6018256,SHAI.ZHENHUA HEAVY IND. 'B',CN,USD,50204020.0,196657848.0,45466.0,0.199,1946355840.0,0.529,0.529,1.0,204894825.63264003,387324812.16,0.529,0.00014275950645834117
50776,2023-12-18,2027,CN24EJ,CNE000000HH6,6798666,SHAI.LJZ.FN&T.ZONE DEV. 'B',CN,USD,35101010.0,348933312.0,2346.0,0.341,1100736000.0,1.0,1.0,1.0,375350976.0,375350976.0,1.0,0.00025330058227828454
51419,2023-12-18,2027,B018L7,CNE100000536,B018L76,COSCO SHIPPING DEVELOPMENT 'H',CN,HKD,50206030.0,377223033.0,18904.0,0.10114870046300001,3676000000.0,1.0,1.0,1.0,371822622.901988,371822622.901988,1.0,0.0002738368926715731
51423,2023-12-18,2027,CN24CH,CNE0000002M3,6196174,CSG HOLDING 'B',CN,HKD,50203020.0,352907049.0,25967.0,0.334174820517,1109369060.0,1.0,1.0,1.0,370723206.512613,370723206.512613,1.0,0.00025618523060879636
51415,2023-12-18,2027,CN249E,CNE000000T59,6043645,YANTAI CHANGYU PION.WINE 'B',CN,HKD,45101015.0,250461953.0,45615.0,1.133121517845,232003200.0,1.0,1.0,1.0,262887818.1288971,262887818.1288971,1.0,0.00018181743144505598
51394,2023-12-18,2027,CN24MR,CNE000000HW5,6393210,GUANGDONG ELEC.PWR.DEV. 'B',CN,HKD,65101015.0,224285662.0,2886.0,0.28424065193400005,798408000.0,1.0,1.0,1.0,226940010.4293211,226940010.4293211,1.0,0.0001628153197974704
51395,2023-12-18,2027,CN0P0O,CNE100000F20,B3NFC51,BBMG 'H',CN,HKD,50101030.0,218998902.0,213824.0,0.096027247275,2338764870.0,1.0,1.0,1.0,224585152.48957324,224585152.48957324,1.0,0.00015897751085142874
51397,2023-12-18,2027,CN299J,CNE100004BP3,BNK9Q76,JOINN LAB. 'H',CN,HKD,20103010.0,181028406.0,336021.0,1.7464155371080001,118995206.0,1.0,1.0,1.0,207815076.59976712,207815076.59976712,1.0,0.00013141365146790483
51396,2023-12-18,2027,CN24RW,CNE000000J36,6944953,WEIFU HIGH TECH.GP.'B',CN,HKD,40101025.0,161405569.0,27373.0,1.142084060924,172380000.0,0.84,0.84,1.0,165372858.35454646,196872450.42207912,0.84,0.00011716887784751784
51426,2023-12-18,2027,CN6319,CNE0000007C3,6803441,CHINA MERCHANTS PORT GR.'B',CN,HKD,50206060.0,122241450.0,26808.0,0.9589921094530001,179889040.0,0.6925,0.6925,1.0,119464677.68142451,172512169.9370751,0.6925,8.873853369305652e-05
50777,2023-12-18,2027,CN257D,CNE0000004L1,6800817,SHANGHAI HUAYI GROUP 'B',CN,USD,40101015.0,94809000.0,27491.0,0.394,243100000.0,1.0,1.0,1.0,95781400.0,95781400.0,1.0,6.882454061944616e-05
50778,2023-12-18,2027,CN24TY,CNE000000FG2,6802835,SHANGHAI BAILIAN GROUP 'B',CN,USD,45201010.0,92375153.0,31709.0,0.53,179718197.0,1.0,1.0,1.0,95250644.41000001,95250644.41000001,1.0,6.705774209068815e-05
50780,2023-12-18,2027,CN267E,CNE000000GW7,6798763,SHANGHAI LINGANG HOLDINGS 'B',CN,USD,35101010.0,76116241.0,31831.0,0.612,128574731.0,1.0,1.0,1.0,78687735.372,78687735.372,1.0,5.5254936983873394e-05
51424,2023-12-18,2027,CN258E,CNE000000RN3,6008291,BENGANG STL.PLATES 'B',CN,HKD,55102010.0,68969417.0,45211.0,0.184372314768,400000000.0,1.0,0.94,1.0,69323990.352768,73748925.90720001,0.94,5.0066854853611155e-05
50779,2023-12-18,2027,CN25EK,CNE000000K58,6419172,HUADIAN ENERGY 'B',CN,USD,65101015.0,54000000.0,41923.0,0.131,432000002.0,1.0,1.0,1.0,56592000.262,56592000.262,1.0,3.9200130720185765e-05
51425,2023-12-18,2027,CN26KR,CNE000000Q52,6442156,ADAMA 'B',CN,HKD,55201015.0,44278536.0,44946.0,0.297044284904,152739805.0,1.0,1.0,1.0,45370486.1526014,45370486.1526014,1.0,3.21430444314528e-05
51662,2023-12-18,2027,IN0AET,INE813H01021,B1JLL30,Torrent Pow,IN,INR,65101015.0,1987976483.0,33562.0,11.556613543875,480616784.0,0.3669,0.3669,1.0,2037873563.5438738,5554302435.388045,0.3669,0.0014431284815232437
51628,2023-12-18,2027,IN043C,INE188A01015,6418889,FERT.& CHEMS.TRAVANCORE,IN,INR,55201015.0,627433074.0,5162.0,8.508425566855,647071974.0,0.1,0.1,1.0,550556372.7176933,5505563727.176933,0.1,0.0004554714540549628
51758,2023-12-18,2027,IN12CK,INE513A01022,BPG9V35,Schaeffler India Ltd,IN,INR,40101025.0,1497551476.0,31652.0,34.018113579890006,156303670.0,0.2588,0.2588,1.0,1376079972.5447314,5317155999.013646,0.2588,0.0010871150670260581
51726,2023-12-18,2027,IN2119,INE699H01024,BL6LPH5,ADANI WILMAR,IN,INR,45102020.0,691703057.0,352085.0,4.08423613286,1299678605.0,0.1206,0.1206,1.0,640168234.9493172,5308194319.64608,0.1206,0.0005021268565546686
51652,2023-12-18,2027,IN06ZA,INE356A01018,6151593,Mphasis,IN,INR,10101010.0,2701757212.0,45073.0,28.14957228975,188555180.0,0.4428,0.4444,1.0,2358763064.5554767,5307747670.016824,0.4444,0.001961282146011197
51715,2023-12-18,2027,IN82AP,INE674K01013,BYVKT10,ADITYA BIRLA FIN. SERVICES,IN,INR,30301010.0,989287221.0,299584.0,2.01693634042,2597992600.0,0.351,0.3517,0.5419392,998741359.151237,5239985687.082242,0.19060001663999998,0.0007181516367223945
51735,2023-12-18,2027,IN0AO3,INE686F01025,B1683V6,United Brew,IN,INR,45101010.0,1648741433.0,10356.0,19.761659268800003,264405149.0,0.304,0.304,1.0,1588425676.890106,5225084463.454296,0.304,0.0011968681425441926
51704,2023-12-18,2027,IN0AT8,INE628A01036,B0L0W35,UPL Ltd,IN,INR,55201015.0,3673069753.0,29936.0,6.840436001145001,750607641.0,0.6706,0.67,1.0,3440103965.2547183,5134483530.230923,0.67,0.0026663854529992673
51629,2023-12-18,2027,IN02KR,INE084A01016,6099789,Bank of India,IN,INR,30101010.0,635689884.0,45214.0,1.245416220666,4103566070.0,0.1154,0.1154,1.0,589768749.9060136,5110647746.152631,0.1154,0.000461465306487032
51653,2023-12-18,2027,IN087K,INE211B01039,B0SXY97,Phoenix Mills,IN,INR,35101010.0,2724135568.0,30364.0,28.406785633995,178635211.0,0.5534,0.5535,1.0,2808709262.5677176,5074452145.560466,0.5535,0.001977527228983472
51651,2023-12-18,2027,IN81HV,INE00R701025,BFN2YR2,DALMIA BHARAT,IN,INR,50101030.0,2995433305.0,44135.0,26.96962855671,187480361.0,0.5668,0.5668,1.0,2865897065.5401893,5056275697.847899,0.5668,0.0021744699466592237
51648,2023-12-18,2027,IN11SZ,INE761H01022,B1VJS64,PAGE INDUSTRIES,IN,INR,40204020.0,2920643631.0,147872.0,446.316115282,11153874.0,0.5647,0.5729,1.0,2851984262.7648664,4978153714.024902,0.5729,0.0021201780022644073
51644,2023-12-18,2027,IN066H,INE220G01021,6743257,JINDAL STAINLESS,IN,INR,55102010.0,2656332854.0,14319.0,6.019032081295,823434588.0,0.4373,0.4772,1.0,2365136435.203911,4956279202.01993,0.4772,0.0019283073169097061
51698,2023-12-18,2027,IN20GN,INE04I401011,BFMX0X4,KPIT TECHNOLOGIES,IN,INR,10101010.0,3314658511.0,316293.0,17.968360637945,274143808.0,0.6716,0.6721,1.0,3310707342.996867,4925914808.803552,0.6721,0.002406204572666228
51725,2023-12-18,2027,IN311A,INE249Z01012,BLHMSY5,MAZAGON DOCK SHIPBUILDERS,IN,INR,50206030.0,783189829.0,330547.0,24.136684380585,201690000.0,0.1517,0.1517,1.0,738494998.2916526,4868127872.720188,0.1517,0.0005685396976948137
51741,2023-12-18,2027,IN70IU,INE405E01023,BYVC6Y8,UNO MINDA,IN,INR,40101025.0,1812665037.0,147936.0,8.084533179020001,573063788.0,0.3985,0.3985,1.0,1846231853.3006823,4632953207.780884,0.3985,0.0013158649333761179
51631,2023-12-18,2027,IN02W3,INE483A01010,B236VP0,Central Bank IN,IN,INR,30101010.0,365447785.0,141232.0,0.5278569423620001,8680939432.0,0.0692,0.0692,1.0,317094754.8620425,4582294145.405238,0.0692,0.00026528890635930263
51755,2023-12-18,2027,IN00FK,INE114A01011,6121499,Steel Authority of India Ltd,IN,INR,55102010.0,1448807683.0,4570.0,1.105837510782,4130525289.0,0.2567,0.2522,1.0,1151971368.5208468,4567689803.809861,0.2522,0.0010517305659631382
51673,2023-12-18,2027,IN20LS,INE417T01026,BP4DVR3,PB FINTECH,IN,INR,30302015.0,3019661207.0,346568.0,9.973762194675,450115849.0,0.6966,0.6966,1.0,3127280121.8970356,4489348437.980241,0.6966,0.002192057667501369
51635,2023-12-18,2027,IN10EK,INE797F01020,BNVYT93,JUBILANT FOODWORKS,IN,INR,40501040.0,2579142596.0,228911.0,6.7223217148600005,659845200.0,0.5798,0.5797,1.0,2571370488.0006394,4435691716.40614,0.5797,0.001872272720540727
