RIC;Name;Country;ISO;Weight
RAJR.NS;RAJRATAN GLOBAL WIRE LTD ORD;INDIA;IN;0.000145
CZG.PR;COLT CZ GROUP SE ORD;CZECH REPUBLIC;CZ;0.000293
9997.HK;KANGJI MEDICAL HOLDINGS LTD ORD;CHINA;CN;0.000248
1477.HK;OCUMENSION THERAPEUTICS ORD;CHINA;CN;0.000184
9979.HK;GREENTOWN MANAGEMENT HOLDINGS COMPANY LTD ORD;CHINA;CN;0.000341
STGTn.BK;SRI TRANG GLOVES ORD NVDR;THAILAND;TH;0.000107
AMBP3.SA;AMBIPAR PARTICIPACOES E EMPREENDIMENTOS SA ORD;BRAZIL;BR;0.00021
1182.SE;AMLAK INTERNATIONAL FINANCE CO ORD;SAUDI ARABIA;SA;0.000131
BORS.NS;BOROSIL LTD ORD;INDIA;IN;0.000113
ROSB.NS;ROSSARI BIOTECH LTD ORD;INDIA;IN;0.000075
AREIT.PS;AREIT INC ORD;PHILIPPINES;PH;0.00033
0909.HK;MING YUAN CLOUD GROUP HOLDINGS LTD ORD;CHINA;CN;0.000279
1952.HK;EVEREST MEDICINES LTD ORD;CHINA;CN;0.000383
9993.HK;RADIANCE HOLDINGS (GROUP) CO LTD ORD;CHINA;CN;0.000319
RRRP3.SA;3R PETROLEUM OLEO E GAS SA ORD;BRAZIL;BR;0.001123
RESR.NS;RESTAURANT BRANDS ASIA LTD ORD;INDIA;IN;0.000394
9666.HK;JINKE SMART SERVICES GROUP CO LTD ORD;CHINA;CN;0.00023
1516.HK;SUNAC SERVICES HOLDINGS LTD ORD;CHINA;CN;0.000193
009900.KS;MYOUNG SHIN INDUSTRIAL CO LTD ORD;KOREA;KR;0.000427
6806.TW;SHINFOX ENERGY CO LTD ORD;TAIWAN;TW;0.000289
1167.HK;JACOBIO PHARMACEUTICALS GROUP CO LTD ORD;CHINA;CN;0.00016
365550.KS;ESR KENDALL SQUARE REIT CO LTD ORD;KOREA;KR;0.000391
MTAR.NS;MTAR TECHNOLOGIES LTD ORD;INDIA;IN;0.000439
2156.HK;C&D PROPERTY MANAGEMENT GROUP CO LTD ORD;CHINA;CN;0.000178
2158.HK;YIDU TECH INC ORD;CHINA;CN;0.000269
RLX.N;RLX TECHNOLOGY ADS REP CL A ORD;CHINA;CN;0.000884
JALL3.SA;JALLES MACHADO SA ORD;BRAZIL;BR;0.000121
248070.KS;SOLUM CO LTD ORD;KOREA;KR;0.000775
277810.KQ;RAINBOW ROBOTICS ORD;KOREA;KR;0.001017
375500.KS;DL E&C CO LTD ORD;KOREA;KR;0.00077
2160.HK;MICROPORT CARDIOFLOW MEDTECH CORP ORD;CHINA;CN;0.000158
UMSB.KL;UEM SUNRISE BHD ORD;MALAYSIA;MY;0.000191
2208.TW;CSBC CORP TAIWAN ORD;TAIWAN;TW;0.000294
8081.TW;GLOBAL MIXED MODE TECHNOLOGY INC ORD;TAIWAN;TW;0.000561
KOZAA.IS;KOZA ANADOLU METAL MADENCILIK ISLETMELERI AS ORD;TURKEY;TR;0.000242
3576.TW;UNITED RENEWABLE ENERGY CO LTD ORD;TAIWAN;TW;0.000618
086900.KQ;MEDY TOX INC ORD;KOREA;KR;0.000857
ENAE.WA;ENEA SA ORD;POLAND;PL;0.000592
1773.TW;SHINY CHEMICAL INDUSTRIAL CO LTD ORD;TAIWAN;TW;0.00046
3596.TW;ARCADYAN TECHNOLOGY CORP ORD;TAIWAN;TW;0.000818
3715.TW;DYNAMIC HOLDING CO LTD ORD;TAIWAN;TW;0.000602
105630.KS;HANSAE CO LTD ORD;KOREA;KR;0.000238
HEID.NS;HEIDELBERGCEMENT INDIA LTD ORD;INDIA;IN;0.000037
MGROS.IS;MIGROS TICARET AS ORD;TURKEY;TR;0.000833
4743.TWO;ONENESS BIOTECH CO LTD ORD;TAIWAN;TW;0.001571
JMARTn.BK;JAYMART GROUP HOLDINGS NVDR;THAILAND;TH;0.000051
JMARTf.BK;JAYMART GROUP HOLDINGS PCL ORD;THAILAND;TH;0.000185
2049.TW;HIWIN TECHNOLOGIES CORP ORD;TAIWAN;TW;0.001857
MAHH.NS;MAHINDRA HOLIDAYS AND RESORTS INDIA LTD ORD;INDIA;IN;0.000256
8230.SE;AL-RAJHI COMPANY FOR COOPERATIVE INSURANCE SJSC ORD;SAUDI ARABIA;SA;0.00065
VFQS.QA;VODAFONE QATAR PQSC ORD;QATAR;QA;0.000805
111770.KS;YOUNGONE CORP ORD;KOREA;KR;0.000658
039490.KS;KIWOOM SECURITIES CO LTD ORD;KOREA;KR;0.000981
BLAn.BK;BANGKOK LIFE NVDR;THAILAND;TH;0.000441
2637.TW;WISDOM MARINE LINES CO LTD ORD;TAIWAN;TW;0.000649
052690.KS;KEPCO ENGINEERING & CONSTRUCTION CO INC ORD;KOREA;KR;0.000523
114090.KS;GRAND KOREA LEISURE CO LTD ORD;KOREA;KR;0.000264
1313.HK;CHINA RESOURCES BUILDING MATERIALS TECHNOLOGY HOLDINGS LTD ORD;HONG KONG;HK;0.000445
3105.TWO;WIN SEMICONDUCTORS CORP ORD;TAIWAN;TW;0.001538
3680.TWO;GUDENG PRECISION INDUSTRIAL CO LTD ORD;TAIWAN;TW;0.000648
DXCO3.SA;DEXCO SA ORD;BRAZIL;BR;0.000579
ACPP.WA;ASSECO POLAND SA ORD;POLAND;PL;0.000815
9FTbe.TRE;FORTRESS REAL ESTATE INVESTMENTS LTD ORD;SOUTH AFRICA;ZA;0.000756
FFBJ.J;FORTRESS REAL ESTATE INVESTMENTS LTD ORD;SOUTH AFRICA;ZA;0.000403
MERS.QA;AL MEERA CONSUMER GOODS COMPANY QPSC ORD;QATAR;QA;0.000255
5536.TWO;ACTER GROUP CORPORATION LTD ORD;TAIWAN;TW;0.000523
114190.KQ;KANGWON ENERGY CO LTD (JEOLLABUK-DO) ORD;KOREA;KR;0.000139
SUNT.NS;SUNTECK REALTY LTD ORD;INDIA;IN;0.000195
ZYDS.NS;ZYDUS WELLNESS LTD ORD;INDIA;IN;0.000236
DIRR3.SA;DIRECIONAL ENGENHARIA SA ORD;BRAZIL;BR;0.000513
3653.TW;JENTECH PRECISION INDUSTRIAL CO LTD ORD;TAIWAN;TW;0.001814
SAEM.NS;SARDA ENERGY & MINERALS LTD ORD;INDIA;IN;0.000257
BRFS3.SA;BRF SA ORD;BRAZIL;BR;0.001447
CIEL3.SA;CIELO SA INSTITUICAO DE PAGAMENTO ORD;BRAZIL;BR;0.000971
BBTN.JK;BANK TABUNGAN NEGARA (PERSERO) TBK PT ORD;INDONESIA;ID;0.000425
112040.KQ;WEMADE CO LTD ORD;KOREA;KR;0.000805
AHLU.NS;AHLUWALIA CONTRACTS (INDIA) LTD ORD;INDIA;IN;0.000239
3617.TW;CYBERPOWER SYSTEMS INC ORD;TAIWAN;TW;0.000239
4915.TW;PRIMAX ELECTRONICS LTD ORD;TAIWAN;TW;0.000918
DBCL.NS;DB CORP LTD ORD;INDIA;IN;0.000127
HCPR.NS;HINDUSTAN COPPER LTD ORD;INDIA;IN;0.000754
EMTK.JK;ELANG MAHKOTA TEKNOLOGI TBK PT ORD;INDONESIA;ID;0.000391
VNTI.NS;VINATI ORGANICS LTD ORD;INDIA;IN;0.000514
120110.KS;KOLON INDUSTRIES INC ORD;KOREA;KR;0.000549
088350.KS;HANWHA LIFE INSURANCE CO LTD ORD;KOREA;KR;0.000564
6002.SE;HERFY FOOD SERVICES COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000179
MSNG.MM;MOSENERGO PAO ORD;RUSSIAN FEDERATION;RU;0
BIPI.JK;ASTRINDO NUSANTARA INFRASTRUKTUR TBK PT ORD;INDONESIA;ID;0.000236
JKS.N;JINKOSOLAR HLDG ADR REP 4 ORD;CHINA;CN;0.001401
THNG.NS;THANGAMAYIL JEWELLERY LTD ORD;INDIA;IN;0.000151
FLRY3.SA;FLEURY SA ORD;BRAZIL;BR;0.000821
MANI.NS;MAN INFRACONSTRUCTION LTD ORD;INDIA;IN;0.000249
0830.HK;CHINA STATE CONSTRUCTION DEVELOPMENT HOLDINGS LTD ORD;HONG KONG;HK;0.000117
2597.TW;RUENTEX ENGINEERING & CONSTRUCTION CO LTD ORD;TAIWAN;TW;0.000122
QIGD.QA;QATARI INVESTORS GROUP QPSC ORD;QATAR;QA;0.000154
ECOR3.SA;ECORODOVIAS INFRAESTRUTURA E LOGISTICA SA ORD;BRAZIL;BR;0.000447
3703.TW;CONTINENTAL HOLDINGS CORP ORD;TAIWAN;TW;0.000309
SIMH3.SA;SIMPAR SA ORD;BRAZIL;BR;0.000528
3693.TWO;AIC INC ORD;TAIWAN;TW;0.000208
108320.KS;LX SEMICON CO LTD ORD;KOREA;KR;0.000608
SJVN.NS;SJVN LTD ORD;INDIA;IN;0.000732
AKSEN.IS;AKSA ENERJI URETIM AS ORD;TURKEY;TR;0.000112
LHCJ.J;LIFE HEALTHCARE GROUP HOLDINGS LTD ORD;SOUTH AFRICA;ZA;0.001245
4147.TWO;TAIMED BIOLOGICS INC ORD;TAIWAN;TW;0.000416
TPE.WA;TAURON POLSKA ENERGIA SA ORD;POLAND;PL;0.000906
MNFL.NS;MANAPPURAM FINANCE LTD ORD;INDIA;IN;0.001004
068240.KQ;DAWONSYS CO LTD ORD;KOREA;KR;0.000321
081660.KS;FILA HOLDINGS CORP ORD;KOREA;KR;0.001134
MILS3.SA;MILLS LOCACAO SERVICOS E LOGISTICA SA ORD;BRAZIL;BR;0.000258
BJBR.JK;BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN TBK PT ORD;INDONESIA;ID;0.000165
AKZO.NS;AKZO NOBEL INDIA LTD ORD;INDIA;IN;0.00023
SUNW.KL;SUNWAY REAL ESTATE INVESTMENT TRUST;MALAYSIA;MY;0.000546
057050.KS;HYUNDAI HOME SHOPPING NETWORK CORP ORD;KOREA;KR;0.000169
TILK.NS;TILAKNAGAR INDUSTRIES LTD ORD;INDIA;IN;0.000238
2233.HK;WEST CHINA CEMENT LTD ORD;CHINA;CN;0.000178
3704.TW;ZYXEL GROUP CORP ORD;TAIWAN;TW;0.000348
6278.TW;TAIWAN SURFACE MOUNTING TECHNOLOGY CORP ORD;TAIWAN;TW;0.000747
4961.TW;FITIPOWER INTEGRATED TECHNOLOGY INC ORD;TAIWAN;TW;0.000667
096530.KQ;SEEGENE INC ORD;KOREA;KR;0.000518
GPPL.NS;GUJARAT PIPAVAV PORT LTD ORD;INDIA;IN;0.000347
4142.TW;ADIMMUNE CORP ORD;TAIWAN;TW;0.000285
TFGJ.J;FOSCHINI GROUP LTD ORD;SOUTH AFRICA;ZA;0.00169
4968.TW;RICHWAVE TECHNOLOGY CORP ORD;TAIWAN;TW;0.000399
4919.TW;NUVOTON TECHNOLOGY CORP ORD;TAIWAN;TW;0.000871
GUNKULn.BK;GUNKUL ENGINEE NVDR;THAILAND;TH;0.000299
ORIS.NS;ORISSA MINERALS DEVELOPMENT COMPANY LTD ORD;INDIA;IN;0.000161
0580.HK;SUN.KING TECHNOLOGY GROUP LTD ORD;CHINA;CN;0.000196
SAEG.KL;SAM ENGINEERING & EQUIPMENT (M) BHD ORD;MALAYSIA;MY;0.000188
HRUM.JK;HARUM ENERGY TBK PT ORD;INDONESIA;ID;0.000233
CEB.PS;CEBU AIR INC ORD;PHILIPPINES;PH;0.000065
ABDL.NS;ASHOKA BUILDCON LTD ORD;INDIA;IN;0.00018
0460.HK;SIHUAN PHARMACEUTICAL HOLDINGS GROUP LTD ORD;CHINA;CN;0.000298
JUWL.NS;JUPITER WAGONS LTD ORD;INDIA;IN;0.000295
TRGYO.IS;TORUNLAR GAYRIMENKUL YATIRIM ORTAKLIGI AS ORD;TURKEY;TR;0.0002
JUBA.NS;JUBILANT PHARMOVA LTD ORD;INDIA;IN;0.000309
8422.TW;CLEANAWAY CO LTD ORD;TAIWAN;TW;0.000425
1789.TW;SCINOPHARM TAIWAN LTD ORD;TAIWAN;TW;0.000199
3673.TW;TPK HOLDING CO LTD ORD;TAIWAN;TW;0.000342
PREG.NS;PRESTIGE ESTATES PROJECTS LTD ORD;INDIA;IN;0.001715
NOAH.N;NOAH HOLDINGS ADR REP 5 ORD SHS;CHINA;CN;0.000355
GPW.WA;GIELDA PAPIEROW WARTOSCIOWYCH W WARSZAWIE SA ORD;POLAND;PL;0.000143
4979.TWO;LUXNET CORP ORD;TAIWAN;TW;0.000391
TEEC.NS;TECHNO ELECTRIC & ENGINEERING COMPANY LTD ORD;INDIA;IN;0.00037
131290.KQ;TSE CO LTD ORD;KOREA;KR;0.000163
1117.HK;CHINA MODERN DAIRY HOLDINGS LTD ORD;CHINA;CN;0.000242
GRAI.NS;GRAVITA INDIA LTD ORD;INDIA;IN;0.000211
2723.TW;GOURMET MASTER CO LTD ORD;TAIWAN;TW;0.000251
EKGYO.IS;EMLAK KONUT GAYRIMENKUL YATIRIM ORTAKLIGI AS ORD;TURKEY;TR;0.000356
BRMS.JK;BUMI RESOURCES MINERALS TBK PT ORD;INDONESIA;ID;0.000521
082740.KS;HANWHA ENGINE CO LTD ORD;KOREA;KR;0.000283
1798.HK;CHINA DATANG CORP RENEWABLE POWER CO LTD ORD;CHINA;CN;0.000479
8415.TWO;BRIGHTON-BEST INTERNATIONAL TAIWAN INC ORD;TAIWAN;TW;0.00043
JMNA.NS;JAMNA AUTO INDUSTRIES LTD ORD;INDIA;IN;0.000238
119860.KQ;CONNECTWAVE CO LTD ORD;KOREA;KR;0.000223
MOIL.NS;MOIL LTD ORD;INDIA;IN;0.0002
SWDY.CA;EL SEWEDY ELECTRIC CO SAE ORD;EGYPT;EG;0.000266
ABUK.CA;ABU QIR FERTILIZERS AND CHEMICAL INDUSTRIES CO SAE ORD;EGYPT;EG;0.000443
ESRS.CA;EZZ STEEL CO SAE ORD;EGYPT;EG;0.000288
HELI.CA;MISR EL GADIDA FOR HOUSING AND DEVELOPMENT SAE ORD;EGYPT;EG;0.000104
121600.KQ;ADVANCED NANO PRODUCTS CO LTD ORD;KOREA;KR;0.000751
GENTERA.MX;GENTERA SAB DE CV ORD;MEXICO;MX;0.001351
KIRO.NS;KIRLOSKAR OIL ENGINES LTD ORD;INDIA;IN;0.00057
011210.KS;HYUNDAI WIA CORP ORD;KOREA;KR;0.000722
020150.KS;LOTTE ENERGY MATERIALS CORP ORD;KOREA;KR;0.000637
1121.HK;GOLDEN SOLAR NEW ENERGY TECHNOLOGY HOLDINGS LTD ORD;CHINA;CN;0.000409
ARZZ3.SA;AREZZO INDUSTRIA E COMERCIO SA ORD;BRAZIL;BR;0.000775
ALOS3.SA;ALLOS SA ORD;BRAZIL;BR;0.002046
ENAT3.SA;ENAUTA PARTICIPACOES SA ORD;BRAZIL;BR;0.000536
TEXA.NS;TEXMACO RAIL & ENGINEERING LTD ORD;INDIA;IN;0.00023
138930.KS;BNK FINANCIAL GROUP INC ORD;KOREA;KR;0.001277
3665.TW;BIZLINK HOLDING INC ORD;UNITED STATES;US;0.000992
BTNJ.J;BURSTONE GROUP LTD ORD;SOUTH AFRICA;ZA;0.000266
131970.KQ;DOOSAN TESNA INC ORD;KOREA;KR;0.000477
VNET.OQ;VNET GROUP ADR;CHINA;CN;0.00022
KRU.WA;KRUK SA ORD;POLAND;PL;0.001801
139130.KS;DGB FINANCIAL GROUP ORD;KOREA;KR;0.000853
HIBI.KL;HIBISCUS PETROLEUM BHD ORD;MALAYSIA;MY;0.000292
139480.KS;E-MART INC ORD;KOREA;KR;0.000997
SYMP.NS;SYMPHONY LTD ORD;INDIA;IN;0.000168
RLXO.NS;RELAXO FOOTWEARS LTD ORD;INDIA;IN;0.000621
0579.HK;BEIJING JINGNENG CLEAN ENERGY CO LTD ORD;CHINA;CN;0.000294
BUAB.KL;BUMI ARMADA BHD ORD;MALAYSIA;MY;0.000263
JSW.WA;JASTRZEBSKA SPOLKA WEGLOWA SA ORD;POLAND;PL;0.000545
122870.KQ;YG ENTERTAINMENT INC ORD;KOREA;KR;0.000448
007070.KS;GS RETAIL CO LTD ORD;KOREA;KR;0.000678
031430.KS;SHINSEGAE INTERNATIONAL INC ORD;KOREA;KR;0.000137
RA.MX;REGIONAL SAB DE CV ORD;MEXICO;MX;0.00201
140410.KQ;MEZZION PHARMA CO LTD ORD;KOREA;KR;0.000596
LTFL.NS;L&T FINANCE LTD ORD;INDIA;IN;0.00128
4162.TWO;PHARMAENGINE INC ORD;TAIWAN;TW;0.000249
PGOLD.PS;PUREGOLD PRICE CLUB INC ORD;PHILIPPINES;PH;0.000418
TDPS.NS;TD POWER SYSTEMS LTD ORD;INDIA;IN;0.000275
ALEM.NS;ALEMBIC PHARMACEUTICALS LTD ORD;INDIA;IN;0.000437
PGEL.NS;PG ELECTROPLAST LTD ORD;INDIA;IN;0.000255
4536.TW;TOPKEY CORP ORD;TAIWAN;TW;0.000317
TRVT.NS;TRIVENI TURBINE LTD ORD;INDIA;IN;0.000604
1302.HK;LIFETECH SCIENTIFIC CORP ORD;CHINA;CN;0.001061
ERAA.JK;ERAJAYA SWASEMBADA TBK PT ORD;INDONESIA;ID;0.000128
PLMD.NS;POLY MEDICURE LTD ORD;INDIA;IN;0.000471
4003.SE;UNITED ELECTRONICS COMPANY JSC ORD;SAUDI ARABIA;SA;0.000792
MINC.NS;MINDA CORPORATION LTD ORD;INDIA;IN;0.000324
5269.TW;ASMEDIA TECHNOLOGY INC ORD;TAIWAN;TW;0.001499
6830.HK;HUAZHONG IN VEHICLE HOLDINGS CO LTD ORD;CHINA;CN;0.000098
ESSA.JK;ESSA INDUSTRIES INDONESIA TBK PT ORD;INDONESIA;ID;0.000201
2867.TW;MERCURIES LIFE INSURANCE CO LTD ORD;TAIWAN;TW;0.000445
8436.TWO;TCI CO LTD ORD;TAIWAN;TW;0.000452
RHIM.NS;RHI MAGNESITA INDIA LTD ORD;INDIA;IN;0.000513
2727.TW;WOWPRIME CORP ORD;TAIWAN;TW;0.000503
MCEI.NS;MULTI COMMODITY EXCHANGE OF INDIA LTD ORD;INDIA;IN;0.000833
1277.HK;KINETIC DEVELOPMENT GROUP LTD ORD;CHINA;CN;0.000207
SEIN.NS;SCHNEIDER ELECTRIC INFRASTRUCTURE LTD ORD;INDIA;IN;0.000174
NBCC.NS;NBCC (INDIA) LTD ORD;INDIA;IN;0.000461
GTCAP.PS;GT CAPITAL HOLDINGS INC ORD;PHILIPPINES;PH;0.000857
ALPEKA.MX;ALPEK SAB DE CV ORD;MEXICO;MX;0.000252
5274.TWO;ASPEED TECHNOLOGY INC ORD;TAIWAN;TW;0.002724
3002.SE;NAJRAN CEMENT COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000215
AAVn.BK;ASIA AVIATION NVDR;THAILAND;TH;0.00023
1810.SE;SEERA HOLDING GROUP SJSC ORD;SAUDI ARABIA;SA;0.000892
GASM.KL;GAS MALAYSIA BHD ORD;MALAYSIA;MY;0.000159
1258.HK;CHINA NONFERROUS MINING CORP LTD ORD;CHINA;CN;0.000714
137400.KQ;PEOPLE & TECHNOLOGY INC ORD;KOREA;KR;0.000598
6004.SE;CATRION CATERING HOLDING COMPANY SJSC ORD;SAUDI ARABIA;SA;0.001154
BJTM.JK;BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK PT ORD;INDONESIA;ID;0.000136
VESTA.MX;VESTA REAL ESTATE CORPORATION SAB DE CV ORD;MEXICO;MX;0.002764
097520.KS;MCNEX CO LTD ORD;KOREA;KR;0.000252
RTNI.NS;RATTANINDIA ENTERPRISES LTD ORD;INDIA;IN;0.000291
VGIn.BK;VGI NVDR;THAILAND;TH;0.000195
EATP.WA;AMREST HOLDINGS SE ORD;SPAIN;ES;0.000447
161000.KS;AEKYUNGCHEMICAL CO LTD ORD;KOREA;KR;0.000108
ECL.SN;ENGIE ENERGIA CHILE SA ORD;CHILE;CL;0.000423
5289.TWO;INNODISK CORP ORD;TAIWAN;TW;0.000723
ASTR.KL;ASTRO MALAYSIA HOLDINGS BHD ORD;MALAYSIA;MY;0.000076
3003.SE;CITY CEMENT COMPANY CJSC ORD;SAUDI ARABIA;SA;0.000287
9802.TW;FULGENT SUN INTERNATIONAL (HOLDING) CO LTD ORD;TAIWAN;TW;0.000533
161890.KS;KOLMAR KOREA CO LTD ORD;KOREA;KR;0.000598
WHAf.BK;WHA CORPORATION PCL ORD;THAILAND;TH;0.000989
WHAn.BK;WHA CORPORATIO NVDR;THAILAND;TH;0.00013
1030.HK;SEAZEN GROUP LTD ORD;CHINA;CN;0.000342
DNL.PS;D&L INDUSTRIES INC ORD;PHILIPPINES;PH;0.000216
JMTn.BK;JMT NETWORK NVDR;THAILAND;TH;0.000428
4755.TW;SAN FU CHEMICAL CO LTD ORD;TAIWAN;TW;0.000104
4174.TWO;OBI PHARMA INC ORD;TAIWAN;TW;0.000309
6414.TW;ENNOCONN CORP ORD;TAIWAN;TW;0.000612
FIBRAMQ12.MX;MACQUARIE MEXICO REAL ESTATE MANAGEMENT SA DE CV ORD;MEXICO;MX;0.001271
WSKT.JK;WASKITA KARYA (PERSERO) TBK PT ORD;INDONESIA;ID;0.000047
ALRR.WA;ALIOR BANK SA ORD;POLAND;PL;0.001445
6411.TWO;AMAZING MICROELECTRONIC CORP ORD;TAIWAN;TW;0.000257
6412.TW;CHICONY POWER TECHNOLOGY CO LTD ORD;TAIWAN;TW;0.000584
099190.KQ;I SENS INC ORD;KOREA;KR;0.000369
3004.SE;NORTHERN REGION CEMENT COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000214
VMAR.NS;V-MART RETAIL LTD ORD;INDIA;IN;0.00026
4005.SE;NATIONAL MEDICAL CARE COMPANY JSC ORD;SAUDI ARABIA;SA;0.000926
TERRA13.MX;CI BANCO SA INSTITUCION DE BANCA MULTIPLE FF/00939 ORD;MEXICO;MX;0.001308
170900.KS;DONG-A ST CO LTD ORD;KOREA;KR;0.000304
8150.TW;CHIPMOS TECHNOLOGIES INC ORD;TAIWAN;TW;0.000683
ALUP11.SA;ALUPAR INVESTIMENTO SA;BRAZIL;BR;0.000917
3613.HK;BEIJING TONG REN TANG CHINESE MEDICINE CO LTD ORD;HONG KONG;HK;0.000371
141080.KQ;LIGACHEM BIOSCIENCES INC ORD;KOREA;KR;0.000999
2386.HK;SINOPEC ENGINEERING GROUP CO LTD ORD;CHINA;CN;0.000618
CHGn.BK;CHULARAT HOSPI NVDR;THAILAND;TH;0.000367
MATR.KL;MATRIX CONCEPTS HOLDINGS BHD ORD;MALAYSIA;MY;0.000238
ODAS.IS;ODAS ELEKTRIK URETIM SANAYI TICARET AS ORD;TURKEY;TR;0.000267
IOIP.KL;IOI PROPERTIES GROUP BHD ORD;MALAYSIA;MY;0.000454
JUST.NS;JUST DIAL LTD ORD;INDIA;IN;0.000164
PTGn.BK;PTG ENERGY NVDR;THAILAND;TH;0.000248
1316.HK;NEXTEER AUTOMOTIVE GROUP LTD ORD;UNITED STATES;US;0.00048
ORCE.NS;ORIENT CEMENT LTD ORD;INDIA;IN;0.000291
ADIA.NS;ADITYA BIRLA FASHION AND RETAIL LTD ORD;INDIA;IN;0.000782
175330.KS;JB FINANCIAL GROUP CO LTD ORD;KOREA;KR;0.000849
151860.KQ;KG ECO SOLUTION CO LTD ORD;KOREA;KR;0.000117
CKPn.BK;CK POWER NVDR;THAILAND;TH;0.000158
INBF.NS;INDIABULLS HOUSING FINANCE LTD ORD;INDIA;IN;0.000877
OPUSG.BU;OPUS GLOBAL NYRT ORD;HUNGARY;HU;0.000325
Mf.BK;MK RESTAURANT GROUP PCL ORD;THAILAND;TH;0.000345
Mn.BK;MK RESTAURANT NVDR;THAILAND;TH;0.000068
4157.TWO;TAIGEN BIOPHARMACEUTICALS HOLDINGS LTD ORD;TAIWAN;TW;0.00016
181710.KS;NHN CORP ORD;KOREA;KR;0.00025
3706.TW;MITAC HOLDINGS CORP ORD;TAIWAN;TW;0.001005
WARB.KW;WARBA BANK KSCP ORD;KUWAIT;KW;0.000624
VOLARA.MX;CONTROLADORA VUELA COMPANIA DE AVIACION SAB DE CV ORD;MEXICO;MX;0.000682
RRHI.PS;ROBINSONS RETAIL HOLDINGS INC ORD;PHILIPPINES;PH;0.000103
BERA.KL;BERMAZ AUTO BHD ORD;MALAYSIA;MY;0.000412
DANHOS13.MX;CONCENTRADORA FIBRA DANHOS SA DE CV ORD;MEXICO;MX;0.00025
VERUS.IS;VERUSA HOLDING AS ORD;TURKEY;TR;0.000146
064350.KS;HYUNDAI ROTEM CO ORD;KOREA;KR;0.001329
1302.SE;BAWAN COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000315
SSMS.JK;SAWIT SUMBERMAS SARANA TBK PT ORD;INDONESIA;ID;0.000231
MALA.KL;MALAKOFF CORP BHD ORD;MALAYSIA;MY;0.00021
4137.TW;CHLITINA HOLDING LTD ORD;TAIWAN;TW;0.000277
1515.HK;CHINA RESOURCES MEDICAL HOLDINGS COMPANY LTD ORD;CHINA;CN;0.000465
MEGAn.BK;MEGA LIFE NVDR;THAILAND;TH;0.000072
MEGAz.BK;MEGA LIFESCIENCES PCL ORD;THAILAND;TH;0.000288
1268.HK;CHINA MEIDONG AUTO HOLDINGS LTD ORD;CHINA;CN;0.000348
185750.KS;CHONG KUN DANG PHARMACEUTICAL CORP ORD;KOREA;KR;0.000697
0586.HK;CHINA CONCH VENTURE HOLDINGS LTD ORD;CHINA;CN;0.001017
1681.HK;CONSUN PHARMACEUTICAL GROUP LTD ORD;CHINA;CN;0.000146
1448.HK;FU SHOU YUAN INTERNATIONAL GROUP LTD ORD;CHINA;CN;0.000882
SIDO.JK;INDUSTRI JAMU DAN FARMASI SIDO MUNCUL TBK PT ORD;INDONESIA;ID;0.000198
4551.TW;GLOBAL PMX CO LTD ORD;TAIWAN;TW;0.000182
ADEN.NS;ADVANCED ENZYME TECHNOLOGIES LTD ORD;INDIA;IN;0.000224
INWN.NS;INOX WIND LTD ORD;INDIA;IN;0.000423
WOHL.NS;WONDERLA HOLIDAYS LTD ORD;INDIA;IN;0.000149
1622.HK;REDCO PROPERTIES GROUP LTD ORD;CHINA;CN;0.000032
CNPF.PS;CENTURY PACIFIC FOOD INC ORD;PHILIPPINES;PH;0.0006
SHCR.NS;SHARDA CROPCHEM LTD ORD;INDIA;IN;0.000081
4008.SE;SAUDI COMPANY FOR HARDWARE SJSC ORD;SAUDI ARABIA;SA;0.000229
2255.HK;HAICHANG OCEAN PARK HOLDINGS LTD ORD;CHINA;CN;0.000293
RATB.NS;RBL BANK LTD ORD;INDIA;IN;0.001252
8341.TW;SUNNY FRIEND ENVIRONMENTAL TECHNOLOGY CO LTD ORD;TAIWAN;TW;0.000259
192820.KS;COSMAX INC ORD;KOREA;KR;0.000726
TXTP.WA;TEXT SA ORD;POLAND;PL;0.000459
ICHIn.BK;ICHITAN GROUP NVDR;THAILAND;TH;0.000273
SAWADn.BK;SRISAWAD CORPORATION NVDR;THAILAND;TH;0.000722
2186.HK;LUYE PHARMA GROUP LTD ORD;CHINA;CN;0.000886
4007.SE;AL HAMMADI HOLDING COMPANY SJSC ORD;SAUDI ARABIA;SA;0.001133
1330.HK;DYNAGREEN ENVIRONMENTAL PROTECTION GROUP CO LTD ORD;CHINA;CN;0.000042
EQUJ.J;EQUITES PROPERTY FUND LTD ORD;SOUTH AFRICA;ZA;0.000515
KSTJ.J;PSG FINANCIAL SERVICES LTD ORD;SOUTH AFRICA;ZA;0.000685
CAPL.NS;CAPLIN POINT LABORATORIES LTD ORD;INDIA;IN;0.000229
1848.HK;CHINA AIRCRAFT LEASING GROUP HOLDINGS LTD ORD;HONG KONG;HK;0.000062
3081.TWO;LANDMARK OPTOELECTRONICS CORP ORD;TAIWAN;TW;0.00025
