,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Free_Float,Mcap_Units_Index_Currency
51840,2023-12-18,1148,ZA702I,ZAE000314084,OUTSURANCE GROUP LIMITED,ZA,ZAR,30302010.0,1.0,0.5933,2109832670.0
51838,2023-12-18,1148,073892,ZAE000255360,OLD MUTUAL,ZA,ZAR,30301010.0,1.0,0.8347,2598995923.0
51853,2023-12-18,1148,ZA20T4,ZAE000298253,NORTHAM PLATINUM HOLDINGS,ZA,ZAR,55103030.0,0.8742051,0.7357,1808753962.0
51850,2023-12-18,1148,ZA00JS,ZAE000054045,African Rainbow Minerals Ltd,ZA,ZAR,55102000.0,1.0,0.4421,976882517.0
51852,2023-12-18,1148,ZA20IT,ZAE000200457,MR PRICE GROUP,ZA,ZAR,40401020.0,1.0,0.799,1633974972.0
51854,2023-12-18,1148,ZA206H,ZAE000179420,GROWTHPOINT PROPS.,ZA,ZAR,35102000.0,1.0,0.8413,1792220138.0
51855,2023-12-18,1148,ZA20Y9,ZAE000148466,THE FOSCHINI GROUP,ZA,ZAR,40401020.0,1.0,0.7812,1444463850.0
51837,2023-12-18,1148,ZA901J,ZAE000265971,MULTICHOICE GROUP,ZA,ZAR,15102010.0,0.6834213,0.5608,649243799.0
51859,2023-12-18,1148,QA20BD,QA0006929812,QATAR ELTY& WT,QA,QAR,65102000.0,1.0,0.4429,2247953123.0
51857,2023-12-18,1148,QA20WY,QA000A0KD6L1,QATAR GSTRANNAKILAT,QA,QAR,50206030.0,1.0,0.4936,2403450384.0
51856,2023-12-18,1148,QA2046,QA0001200771,QATAR FUEL COMPANY,QA,QAR,60101020.0,1.0,0.5938,2524681076.0
51861,2023-12-18,1148,QA20HJ,QA0006929879,QATAR INTLISLAMIC BANK,QA,QAR,30101010.0,1.0,0.7734,3266733459.0
51867,2023-12-18,1148,AE23RK,AEM001001019,MULTIPLY GROUP,AE,AED,30202000.0,1.0,0.3414,3331590738.0
51865,2023-12-18,1148,AE213U,AEA000801018,ABU DHABI ISLAMIC BANK,AE,AED,30101010.0,0.4188002,0.5351,2200680761.0
51871,2023-12-18,1148,AE22UM,AEA004601018,ABU DHABI PORTS COMPANY PJSC,AE,AED,50206060.0,1.0,0.1721,1469262887.0
51872,2023-12-18,1148,AE302T,AEE01135A222,AMERICANA RESTAURANTS INTL.,AE,SAR,40501040.0,1.0,0.3397,2387369997.0
51869,2023-12-18,1148,AE23MF,AEF000901015,FERTIGLOBE COMPANY PJSC,AE,AED,55201015.0,1.0,0.138,970078160.0
51887,2023-12-18,1148,SA21Y3,SA000A0B89Q3,SAUDI INDUSTRIAL INV,SA,SAR,55201000.0,0.4931221,0.8142,1744824041.0
51884,2023-12-18,1148,SA22NT,SA000A0MQCJ2,SAUDI KAYAN PETROCH,SA,SAR,55201020.0,0.6050769,0.65,1717189641.0
51881,2023-12-18,1148,SA24HP,SA135G51UI10,DALLAH HEALTHCARE,SA,SAR,20101010.0,0.8333008,0.5129,1936310528.0
51874,2023-12-18,1148,SA236D,SA11U0S23612,DAR ALARKAN RLSTDEV,SA,SAR,35101010.0,0.49,1.0,2036889424.0
51891,2023-12-18,1148,SA3016,SA15L1I156H7,ARABIAN DRILLING,SA,SAR,60101030.0,1.0,0.3,1352213565.0
51885,2023-12-18,1148,SA20BF,SA0007879063,THE SAUDI INVESTMENT BK,SA,SAR,30101010.0,0.5309853,0.7439,1631958747.0
51883,2023-12-18,1148,SA3027,SA15L0N10HH3,POWER&WATER UTILITY CMP.FOR JUBAIL&YANBU,SA,SAR,65101015.0,1.0,0.3,1205477205.0
51894,2023-12-18,1148,SA20AE,SA0007879055,BANK ALJAZIRA,SA,SAR,30101010.0,0.397148,0.8906,1428667988.0
51893,2023-12-18,1148,SA228E,SA000A0JK5M3,SAUDI RESEARCH AND MEDIA GROUP,SA,SAR,40301030.0,1.0,0.402,1369850717.0
51888,2023-12-18,1148,SA3038,SA15LGLI0N19,RIYADH CABLES,SA,SAR,50202010.0,1.0,0.3495,1239488453.0
51896,2023-12-18,1148,MX00K3,MX01CH170002,Grupo Comercial Chedraui SA de,MX,MXN,40401010.0,1.0,0.485,2772864168.0
51899,2023-12-18,1148,MX00TC,MX01KO000002,Coca-Cola Femsa SAB de CV,MX,MXN,45101020.0,1.0,1.0,5119767190.0
51897,2023-12-18,1148,MX00DW,MX01OR010004,Orbia Advance Corp SAB de CV,MX,MXN,50203015.0,1.0,0.4543,2113630735.0
51901,2023-12-18,1148,MX702S,MX41BB000000,BNC.DEL BAJIO IDBC. MTPL.,MX,MXN,30101010.0,1.0,0.779,3075976592.0
51911,2023-12-18,1148,EW059,PLPGER000010,PGE,PL,PLN,65101015.0,1.0,0.383,1859392224.0
51904,2023-12-18,1148,414933,PLBUDMX00013,BUDIMEX,PL,PLN,50101010.0,1.0,0.4986,1954988356.0
51908,2023-12-18,1148,PL11CO,NL0015000AU7,PEPCO GROUP,PL,PLN,40401010.0,1.0,0.2785,1060651237.0
51910,2023-12-18,1148,525606,PLBH00000012,HANDLOWY,PL,PLN,30101010.0,1.0,0.25,838863096.0
51913,2023-12-18,1148,555255,PLTLKPL00017,ORANGE POLSKA,PL,PLN,15102015.0,1.0,0.4933,1335250666.0
51914,2023-12-18,1148,407732,PLBIG0000016,BANK MILLENNIUM,PL,PLN,30101010.0,1.0,0.499,1272621360.0
51909,2023-12-18,1148,EW041,PLCFRPT00013,CYFROWY POLSAT,PL,PLN,15102010.0,1.0,0.3796,779017890.0
51915,2023-12-18,1148,451944,CZ0008019106,KOMERCNI BANKA,CZ,CZK,30101010.0,1.0,0.3965,2368620257.0
51916,2023-12-18,1148,EG004Y,EGS60121C018,Commercial International Bank,EG,EGP,30101010.0,1.0,0.7644,5727501089.0
51917,2023-12-18,1148,EG2051,EGS37091C013,EASTERN TOBACCO,EG,EGP,45103010.0,1.0,0.4385,898109751.0
51919,2023-12-18,1148,404238,HU0000123096,RICHTER GEDEON,HU,HUF,20103015.0,1.0,0.7475,3513016444.0
51920,2023-12-18,1148,CO0044,COE15PA00026,Interconexion Electrica SA,CO,COP,65101015.0,1.0,0.3977,1698431124.0
