,Date,Internal_Number,InfoCode,ISIN,SEDOL,Instrument_Name,Country,Currency,ICB,Mcap_Units_Index_Currency,Full_Mcap_Units_Index_Currency,Free_Float,Capfactor,FOR_FF,Weight
97263,2016-03-21,IN017D,4952.0,INE421A01028,B07Y0K4,Aban Offshore,IN,INR,60101015.0,15758485.0,161979389.4564387,0.5948,0.1635625,0.1,2.26349996002384e-05
97264,2016-03-21,IN0AQ5,13759.0,INE691A01018,6721792,UCO Bank,IN,INR,30101010.0,78860532.0,615616957.9248365,0.1281,1.0,0.13,0.0001132728247857
97312,2016-03-21,IN02CJ,18650.0,INE376G01013,6741251,Biocon,IN,INR,20103010.0,59933463.0,1416063294.0,0.3883,0.1089982,0.04,8.608656930192864e-05
97332,2016-03-21,IN05EO,42448.0,INE008A01015,6099552,IDBI Bank,IN,INR,30101010.0,252602175.0,2006371559.3047774,0.1259,1.0,0.13,0.0003628299376586
97345,2016-03-21,IN05R1,10906.0,INE565A01014,6689953,Indian Oversea,IN,INR,30101010.0,63894150.0,742955176.8813313,0.086,1.0,0.09,9.17755773925966e-05
97350,2016-03-21,IN089M,215091.0,INE542F01012,B2NXD22,RELIANCE DEFENCE & ENGINEERING,IN,INR,50206060.0,48714139.0,731443514.5879062,0.6326,0.1052798,0.07,6.997147992278178e-05
97387,2016-03-21,IN12U2,251126.0,INE220J01025,BC5MTP2,FUTURE CONSUMER ENTERPRISE,IN,INR,45201010.0,32386514.0,509847297.4418024,0.466,0.1363133,0.06,4.651898526051936e-05
97389,2016-03-21,IN504E,281938.0,INE066P01011,BWFGTS7,INOX WIND,IN,INR,60102020.0,130464401.0,906632390.5504234,0.1439,1.0,0.14,0.0001873950233464
97444,2016-03-21,CN8C8R,139577.0,KYG126521064,B24FZ32,BOSIDENG INTL.HOLDINGS,CN,HKD,40204020.0,26419863.0,660496507.4121524,0.04,1.0,0.04,3.7948672632131407e-05
97636,2016-03-21,CN8BXF,137858.0,KYG9361V1086,B1Z7648,VINDA INTERNATIONAL HDG.,CN,HKD,45201020.0,198547708.0,1654564210.5599227,0.12,1.0,0.12,0.0002851877760589
97774,2016-03-21,EV058,170885.0,RU000A0JPVJ0,B5B27G4,ROSSETI,RU,RUB,65101015.0,16489838.0,1648986685.95024,0.01,1.0,0.01,2.3685492389528308e-05
97778,2016-03-21,EV048,42919.0,RU0009084396,B5B1RP0,MMK,RU,RUB,55102010.0,442123808.0,3473086020.4989004,0.1273,1.0,0.13,0.0006350529392473
97814,2016-03-21,MX10DX,43757.0,MXP200821413,2222459,CONTROLADORA COMERCIAL MEXICANA,MX,MXN,45201010.0,34245037.0,856125903.4120001,0.04,1.0,0.04,4.918851011408452e-05
97816,2016-03-21,MX403Q,268503.0,MX01VO000009,BDZDPH6,VOLARIS,MX,MXN,40501010.0,167807485.0,1839994390.0058389,1.0,0.0912,0.09,0.0002410334721828
98097,2016-03-21,KR13R6,20083.0,KR7033920000,6409991,Muhak,KR,KRW,45101015.0,3770437.0,876845820.0,0.0043,1.0,0.0,5.415738885287772e-06
98215,2016-03-21,TR101M,242917.0,TRETRGY00018,B4WW142,TORUNLAR GAYRIMENKUL YATIRIM,TR,TRY,35102045.0,101821746.0,717054534.9999999,0.142,1.0,0.14,0.0001462536011555
98220,2016-03-21,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,113124667.0,887948708.2174801,0.1274,1.0,0.13,0.0001624887666753
98310,2016-03-21,PH208G,35038.0,PHY7311H1463,6850124,RIZAL COML.BKG.,PH,PHP,30101010.0,93280758.0,899950208.1359962,0.4614,0.2246446,0.1,0.0001339855906224
98689,2016-06-20,ID00QL,34491.0,ID1000072309,6016614,SOLUSI BANGUN INDONESIA,ID,IDR,50101030.0,41860349.0,598004990.6688,0.07,1.0,0.07,6.108563681654266e-05
98907,2016-06-20,BR10DG,19191.0,BRGOLLACNPR4,B01NTS8,GOL LINHAS AEREAS INTELIGENTES PN,BR,BRL,40501010.0,6142840.0,161229544.1943865,0.84,0.0453571,0.04,8.964074648831305e-06
98989,2016-06-20,TH22KY,261603.0,TH3437010004,B6ZG0Q0,ASIA AVIATION,TH,THB,40501010.0,853789.0,853780517.0,0.4453,0.0022457,0.0,1.2459104144583012e-06
99029,2016-06-20,TH516M,21091.0,TH0799010Z07,B99J4R5,GROUP LEASE,TH,THB,30201020.0,191227292.0,1418416123.0230052,0.5676,0.237522,0.13,0.000279052640209
99098,2016-06-20,IN108E,230801.0,INE975G01012,B3PHKL7,IL and FS,IN,INR,50206060.0,53238894.0,368361571.1555543,0.2678,0.5396897,0.14,7.769002937358242e-05
99115,2016-06-20,IN12U2,251126.0,INE220J01025,BC5MTP2,FUTURE CONSUMER ENTERPRISE,IN,INR,45201010.0,41137393.0,568227533.3789532,0.5311,0.1363133,0.07,6.0030647340694266e-05
99134,2016-06-20,IN017D,4952.0,INE421A01028,B07Y0K4,Aban Offshore,IN,INR,60101015.0,17831884.0,183291573.95956284,0.5948,0.1635625,0.1,2.6021569714545807e-05
99156,2016-06-20,IN504E,281938.0,INE066P01011,BWFGTS7,INOX WIND,IN,INR,60102020.0,109314851.0,759658453.261671,0.1439,1.0,0.14,0.0001595201054544
99185,2016-06-20,IN02CJ,18650.0,INE376G01013,6741251,Biocon,IN,INR,20103010.0,91017947.0,2150504370.0,0.3883,0.1089982,0.04,0.0001328199450565
99207,2016-06-20,IN05EO,42448.0,INE008A01015,6099552,IDBI Bank,IN,INR,30101010.0,254163635.0,2181662147.481475,0.1165,1.0,0.12,0.0003708938857528
99221,2016-06-20,IN05R1,10906.0,INE565A01014,6689953,Indian Oversea,IN,INR,30101010.0,95420418.0,736268626.3714118,0.1296,1.0,0.13,0.000139244347887
99226,2016-06-20,IN089M,215091.0,INE542F01012,B2NXD22,RELIANCE DEFENCE & ENGINEERING,IN,INR,50206060.0,48100229.0,722225660.4172511,0.6326,0.1052798,0.07,7.019131922398765e-05
99254,2016-06-20,IN062D,23977.0,INE351F01018,B0703M5,JAIPRAKASH PWR.VENTURES,IN,INR,65101010.0,28625887.0,220199036.5919984,0.13,1.0,0.13,4.17729564756708e-05
99257,2016-06-20,IN03S0,5466.0,INE126A01031,B083S06,EID Parry,IN,INR,45102020.0,85813536.0,606027794.4085665,0.59,0.24,0.14,0.0001252252936075
99305,2016-06-20,CN8C8R,139577.0,KYG126521064,B24FZ32,BOSIDENG INTL.HOLDINGS,CN,HKD,40204020.0,24745069.0,618626879.6977152,0.04,1.0,0.04,3.610978728185683e-05
99527,2016-06-20,CN8EL6,258837.0,KYG089091063,B5VKM85,GRAND BAOXIN AUTO GROUP,CN,HKD,40401030.0,190628929.0,1466376448.8730826,0.13,1.0,0.13,0.0002781794658143
99630,2016-06-20,EV058,170885.0,RU000A0JPVJ0,B5B27G4,ROSSETI,RU,RUB,65101015.0,19291193.0,1929110235.29616,0.01,1.0,0.01,2.8151098533742037e-05
99634,2016-06-20,EV048,42919.0,RU0009084396,B5B1RP0,MMK,RU,RUB,55102010.0,566021314.0,4446357592.37765,0.1273,1.0,0.13,0.0008259790767015
99756,2016-06-20,KR13HW,44262.0,KR7021960000,6430582,KB CAPITAL,KR,KRW,50205020.0,45514974.0,413772526.9548,0.11,1.0,0.11,6.641872889015764e-05
99955,2016-06-20,KR504K,281845.0,KR7215000001,BVG1NC6,GOLFZON,KR,KRW,40203050.0,49823810.0,383259978.614988,0.13,1.0,0.13,7.270649278333599e-05
100025,2016-06-20,MX10DX,43757.0,MXP200821413,2222459,CONTROLADORA COMERCIAL MEXICANA,MX,MXN,45201010.0,7884985.0,788498478.2589576,0.01,1.0,0.01,1.1506338134301904e-05
100027,2016-06-20,MX403Q,268503.0,MX01VO000009,BDZDPH6,VOLARIS,MX,MXN,40501010.0,126452947.0,1540263776.602766,0.9002,0.0912,0.08,0.0001845292497399
100068,2016-06-20,TR101M,242917.0,TRETRGY00018,B4WW142,TORUNLAR GAYRIMENKUL YATIRIM,TR,TRY,35102045.0,124688038.0,872554496.0,0.1429,1.0,0.14,0.0001819537673858
100074,2016-06-20,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,96525084.0,757653726.4128,0.1274,1.0,0.13,0.0001408563560927
100162,2016-06-20,PH208G,35038.0,PHY7311H1463,6850124,RIZAL COML.BKG.,PH,PHP,30101010.0,100232724.0,967021124.0729024,0.4614,0.2246446,0.1,0.0001462668114734
100750,2016-09-19,TH22KY,261603.0,TH3437010004,B6ZG0Q0,ASIA AVIATION,TH,THB,40501010.0,1023398.0,1023400512.75,0.4371,0.0022878,0.0,1.3519387298395423e-06
100863,2016-09-19,IN12U2,251126.0,INE220J01025,BC5MTP2,FUTURE CONSUMER ENTERPRISE,IN,INR,45201010.0,34134342.0,537015727.8057725,0.5312,0.1196593,0.06,4.509246546054278e-05
100894,2016-09-19,IN504E,281938.0,INE066P01011,BWFGTS7,INOX WIND,IN,INR,60102020.0,94598521.0,657390701.4147649,0.1439,1.0,0.14,0.0001249674167092
100921,2016-09-19,IN02CJ,18650.0,INE376G01013,6741251,Biocon,IN,INR,20103010.0,117983132.0,2787617700.0,0.3883,0.1089982,0.04,0.0001558591726958
100941,2016-09-19,IN05EO,42448.0,INE008A01015,6099552,IDBI Bank,IN,INR,30101010.0,270561882.0,2322419690.4667506,0.1165,1.0,0.12,0.0003574201699574
100954,2016-09-19,IN05R1,10906.0,INE565A01014,6689953,Indian Oversea,IN,INR,30101010.0,96792956.0,766980540.8604801,0.1262,1.0,0.13,0.0001278663296117
100958,2016-09-19,IN089M,215091.0,INE542F01012,B2NXD22,RELIANCE DEFENCE & ENGINEERING,IN,INR,50206060.0,77495697.0,645797378.3932912,0.2852,0.4207574,0.12,0.0001023740853218
100989,2016-09-19,IN02W3,141232.0,INE483A01010,B236VP0,Central Bank IN,IN,INR,30101010.0,138339644.0,2595490507.534548,0.0533,1.0,0.05,0.0001827507212206
101001,2016-09-19,IN0319,5161.0,INE178A01016,6121563,CHENNAI PETROLEUM CORPORATION,IN,INR,60101020.0,57370523.0,667130249.3968946,0.33,0.2605939,0.09,7.578814107009225e-05
101263,2016-09-19,US3H6C,276470.0,US98954L1035,BN794N1,ZHAOPIN CL.A ADR 1:2,CN,USD,50205025.0,2008283.0,200828012.0,0.01,1.0,0.01,2.653000658764573e-06
101345,2016-09-19,EV058,170885.0,RU000A0JPVJ0,B5B27G4,ROSSETI,RU,RUB,65101015.0,317080761.0,2642337797.91828,0.12,1.0,0.12,0.0004188729714958
101349,2016-09-19,EV048,42919.0,RU0009084396,B5B1RP0,MMK,RU,RUB,55102010.0,631791522.0,4963012847.109136,0.1273,1.0,0.13,0.0008346151035824
101531,2016-09-19,KR13HW,44262.0,KR7021960000,6430582,KB CAPITAL,KR,KRW,50205020.0,58122489.0,484354153.4832,0.12,1.0,0.12,7.678151017861358e-05
101639,2016-09-19,KR302G,264253.0,KR7037560000,B8GNS93,CJ HELLOVISION,KR,KRW,40301035.0,42089608.0,610879650.67899,0.0689,1.0,0.07,5.56016048291713e-05
101796,2016-09-19,KR19AV,244636.0,KR7126560002,B56MGL7,HYUNDAI HCN,KR,KRW,40301035.0,41534825.0,341569273.24872,0.1216,1.0,0.12,5.4868720238468005e-05
101841,2016-09-19,TR101M,242917.0,TRETRGY00018,B4WW142,TORUNLAR GAYRIMENKUL YATIRIM,TR,TRY,35102045.0,105594057.0,733801660.0,0.1439,1.0,0.14,0.000139492841787
101847,2016-09-19,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,88510054.0,694741385.04435,0.1274,1.0,0.13,0.0001169243734918
101857,2016-09-19,TR603T,261499.0,TREPOHO00012,B807W66,POLISAN HOLDING,TR,TRY,55201020.0,74536953.0,534315076.00000006,0.1395,1.0,0.14,9.846549784632146e-05
101955,2016-09-19,MX403Q,268503.0,MX01VO000009,BDZDPH6,VOLARIS,MX,MXN,40501010.0,136967748.0,1500194512.307431,0.9002,0.1014219,0.09,0.0001809384064265
102029,2016-09-19,PH208G,35038.0,PHY7311H1463,6850124,RIZAL COML.BKG.,PH,PHP,30101010.0,110112720.0,1062340918.2218289,0.4614,0.2246446,0.1,0.0001454621279462
102430,2016-12-19,ID7057,270166.0,ID1000130305,BH7HMM8,INDUSTRI JAMU DAN FSMN.,ID,IDR,45102020.0,66557700.0,605070000.0,0.11,1.0,0.11,9.520770997667088e-05
102622,2016-12-19,TH22KY,261603.0,TH3437010004,B6ZG0Q0,ASIA AVIATION,TH,THB,40501010.0,1057826.0,837942648.0,0.5518,0.0022878,0.0,1.5131711434406814e-06
102677,2016-12-19,IN02KR,45214.0,INE084A01016,6099789,Bank of India,IN,INR,30101010.0,235934425.0,1754159278.1534514,0.1345,1.0,0.13,0.0003374932773955
102694,2016-12-19,IN02W3,141232.0,INE483A01010,B236VP0,Central Bank IN,IN,INR,30101010.0,115832416.0,2284663060.4791813,0.0507,1.0,0.05,0.0001656929110895
102741,2016-12-19,IN12U2,251126.0,INE220J01025,BC5MTP2,FUTURE CONSUMER,IN,INR,45201010.0,30936829.0,486528016.4440545,0.5314,0.1196593,0.06,4.425370232189304e-05
102755,2016-12-19,IN0AQ5,13759.0,INE691A01018,6721792,UCO Bank,IN,INR,30101010.0,50715683.0,668546677.5141277,0.1059,0.7163324,0.08,7.254643772745719e-05
102776,2016-12-19,IN504E,281938.0,INE066P01011,BWFGTS7,INOX WIND,IN,INR,60102020.0,93135029.0,647220484.970745,0.1439,1.0,0.14,0.0001332253492789
102784,2016-12-19,IN0319,5161.0,INE178A01016,6121563,CHENNAI PETROLEUM,IN,INR,60101020.0,50616570.0,593810575.241598,0.3271,0.2605939,0.09,7.240466116728582e-05
102807,2016-12-19,IN02CJ,18650.0,INE376G01013,6741251,Biocon,IN,INR,20103010.0,120716319.0,2852195424.0,0.3883,0.1089982,0.04,0.0001726791083346
102829,2016-12-19,IN05EO,42448.0,INE008A01015,6099552,IDBI Bank,IN,INR,30101010.0,247910143.0,2127983979.516213,0.1165,1.0,0.12,0.0003546239878333
103194,2016-12-19,EV058,170885.0,RU000A0JPVJ0,B5B27G4,ROSSETI,RU,RUB,65101015.0,445335055.0,3711124798.4101267,0.12,1.0,0.12,0.0006370311888614
103201,2016-12-19,EV048,42919.0,RU0009084396,B5B1RP0,MMK,RU,RUB,55102010.0,765124697.0,6005688746.92155,0.1274,1.0,0.13,0.0010944754738815
103397,2016-12-19,KR13HW,44262.0,KR7021960000,6430582,KB CAPITAL,KR,KRW,50205020.0,59536172.0,496134844.14000005,0.12,1.0,0.12,8.516373908499232e-05
103673,2016-12-19,TR603T,261499.0,TREPOHO00012,B807W66,POLISAN HOLDING,TR,TRY,55201020.0,96566772.0,696227631.0,0.1387,1.0,0.14,0.0001381342988408
103682,2016-12-19,B13C2G,30165.0,TRESLEC00014,B13C2G9,SELCUK ECZA DEPOSU TICARET,TR,TRY,20103015.0,51537634.0,554168113.515,0.093,1.0,0.09,7.372220059821497e-05
103696,2016-12-19,TR101M,242917.0,TRETRGY00018,B4WW142,TORUNLAR GAYRIMENKUL YATIRIM,TR,TRY,35102045.0,85421739.0,594444967.5,0.1437,1.0,0.14,0.0001221918448566
103703,2016-12-19,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,69377010.0,544560525.0252563,0.1274,1.0,0.13,9.924060247166889e-05
103759,2016-12-19,ZA00OX,34940.0,ZAE000134961,6182117,ARCELORMITTAL SA.,ZA,ZAR,55102010.0,29915704.0,902527385.2548285,0.1,0.3314659,0.03,4.279303026066004e-05
103811,2016-12-19,MX403Q,268503.0,MX01VO000009,BDZDPH6,VOLARIS,MX,MXN,40501010.0,97832682.0,1301066949.3445637,0.7414,0.1014219,0.08,0.0001399451245174
103861,2016-12-19,PH20FN,243671.0,PHY6350R1069,B5BNBK9,NICKEL ASIA,PH,PHP,55103030.0,178492289.0,1237276318.890005,0.22,0.6557377,0.14,0.0002553249599097
104273,2017-03-20,ID7057,270166.0,ID1000130305,BH7HMM8,INDUSTRI JAMU DAN FSMN.,ID,IDR,45102020.0,68153250.0,619575000.0,0.11,1.0,0.11,8.268104803062392e-05
104467,2017-03-20,TH22KY,261603.0,TH3437010004,B6ZG0Q0,ASIA AVIATION,TH,THB,40501010.0,873081.0,873057593.75,0.5518,0.0018123,0.0,1.0591901647481985e-06
104584,2017-03-20,IN12U2,251126.0,INE220J01025,BC5MTP2,FUTURE CONSUMER,IN,INR,45201010.0,50329380.0,786089471.5815992,0.5327,0.1201896,0.06,6.105777619015267e-05
104598,2017-03-20,IN0AQ5,13759.0,INE691A01018,6721792,UCO BANK,IN,INR,30101010.0,77330002.0,859222241.701632,0.09,1.0,0.09,9.38139503188805e-05
104626,2017-03-20,IN0319,5161.0,INE178A01016,6121563,CHENNAI PETROLEUM,IN,INR,60101020.0,72654311.0,844817653.29841,0.3271,0.2629165,0.09,8.814157178744795e-05
104649,2017-03-20,IN02CJ,18650.0,INE376G01013,6741251,Biocon,IN,INR,20103010.0,146006286.0,3449727968.0,0.3883,0.1089982,0.04,0.0001771295242052
104653,2017-03-20,IN01FL,214021.0,INE814H01011,B3WQH49,Adani Power,IN,INR,65101015.0,257689360.0,2223127496.3302293,0.4435,0.2613596,0.12,0.0003126193740011
104687,2017-03-20,IN089M,215091.0,INE542F01012,B2NXD22,RELIANCE DEFENCE & ENGINEERING,IN,INR,50206060.0,81585298.0,679877485.6188302,0.3646,0.3291278,0.12,9.89763209022426e-05
105068,2017-03-20,EV058,170885.0,RU000A0JPVJ0,B5B27G4,ROSSETI,RU,RUB,65101015.0,401106859.0,3342553877.7262797,0.12,1.0,0.12,0.0004866082758253
105075,2017-03-20,EV048,42919.0,RU0009084396,B5B1RP0,MMK,RU,RUB,55102010.0,938537434.0,7366856065.266599,0.1274,1.0,0.13,0.0011385995335379
105546,2017-03-20,EG5043,281356.0,EGS673Y1C015,BVW29L4,EMAAR MISR FOR DEVELOPMENT,EG,EGP,35101010.0,85608140.0,657007750.8393,0.1303,1.0,0.13,0.0001038566867339
105560,2017-03-20,TR603T,261499.0,TREPOHO00012,B807W66,POLISAN HOLDING,TR,TRY,55201020.0,130979934.0,945703492.82,0.1385,1.0,0.14,0.0001589000996152
105561,2017-03-20,597763,18308.0,TRAZOREN91L8,B03MZP2,ZORLU ENERJI,TR,TRY,65101015.0,86767785.0,651409796.0,0.1332,1.0,0.13,0.0001052635259374
105582,2017-03-20,TR101M,242917.0,TRETRGY00018,B4WW142,TORUNLAR GAYRIMENKUL YATIRIM,TR,TRY,35102045.0,89725291.0,626573264.1806058,0.1432,1.0,0.14,0.0001088514648198
105588,2017-03-20,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,68132083.0,534788716.2094969,0.1274,1.0,0.13,8.265536899486751e-05
105661,2017-03-20,ZA11X8,6483.0,ZAE000029773,6650443,INVICTA,ZA,ZAR,50204010.0,61847844.0,515398684.33969796,0.12,1.0,0.12,7.503155844152018e-05
105759,2017-03-20,PH208G,35038.0,PHY7311H1463,6850124,RIZAL COML.BKG.,PH,PHP,30101010.0,105768801.0,1103724514.521113,0.5755,0.1665143,0.1,0.000128314868559
106117,2017-06-19,ID20QN,249016.0,ID1000118300,B3T97L8,GARUDA INDONESIA (PERSERO),ID,IDR,40501010.0,94296713.0,673547948.302336,0.14,1.0,0.14,0.0001158656741835
106151,2017-06-19,ID4087,258505.0,ID1000121304,B6XG8K2,VISI MEDIA ASIA,ID,IDR,15102010.0,34472348.0,416006013.05088,0.376,0.2203857,0.08,4.235738144669649e-05
106334,2017-06-19,TH40ES,136959.0,TH0940010Y08,BQV6FP8,SINGHA ESTATE,TH,THB,35101010.0,119616908.0,905386471.5481844,0.2829,0.4670094,0.13,0.0001469774846677
106351,2017-06-19,TH22KY,261603.0,TH3437010004,B6ZG0Q0,ASIA AVIATION,TH,THB,40501010.0,914851.0,914826400.0,0.5518,0.0018123,0.0,1.1241094680841506e-06
106452,2017-06-19,IN615H,292087.0,INE837H01020,BF0MFR2,ADVANCED ENZYME TECHS.,IN,INR,55201020.0,51709384.0,586274204.6615025,0.3675,0.24,0.09,6.353713133963791e-05
106474,2017-06-19,IN60NY,4643.0,INE050A01025,B7F8TD3,BOMBAY BURMAH TRADING,IN,INR,50203000.0,59007474.0,980363408.195754,0.2625,0.2292929,0.06,7.250455015202403e-05
106475,2017-06-19,IN12U2,251126.0,INE220J01025,BC5MTP2,FUTURE CONSUMER,IN,INR,45201010.0,29977365.0,866032339.3368253,0.288,0.1201896,0.03,3.683423838932726e-05
106491,2017-06-19,IN0AQ5,13759.0,INE691A01018,6721792,UCO BANK,IN,INR,30101010.0,76394426.0,848826963.4156849,0.09,1.0,0.09,9.38685070852565e-05
106498,2017-06-19,IN30EM,6485.0,INE031B01049,BWFGD74,AJANTA PHARMA,IN,INR,20103015.0,64181812.0,2109367305.6858,0.057,0.5338078,0.03,7.886244049358524e-05
106512,2017-06-19,IN504E,281938.0,INE066P01011,BWFGTS7,INOX WIND,IN,INR,60102020.0,64793251.0,494627060.3310676,0.14,0.9356725,0.13,7.961373700969104e-05
106521,2017-06-19,IN0319,5161.0,INE178A01016,6121563,CHENNAI PETROLEUM,IN,INR,60101020.0,76265881.0,886812676.913196,0.3271,0.2629165,0.09,9.371055934122508e-05
106544,2017-06-19,IN02CJ,18650.0,INE376G01013,6741251,Biocon,IN,INR,20103010.0,130327938.0,3078498636.0,0.3884,0.1089982,0.04,0.0001601385024027
106549,2017-06-19,IN01FL,214021.0,INE814H01011,B3WQH49,Adani Power,IN,INR,65101015.0,122779930.0,1628897011.7360313,0.2884,0.2613596,0.08,0.0001508640005899
106558,2017-06-19,IN407G,247875.0,INE439L01019,B4YNQ71,DALMIA BHARAT,IN,INR,50101035.0,161054457.0,3519207104.111472,0.4636,0.0987153,0.05,0.0001978932525524
106584,2017-06-19,IN089M,215091.0,INE542F01012,B2NXD22,RELIANCE DEFENCE & ENGINEERING,IN,INR,50206060.0,75834824.0,629883761.229162,0.3658,0.3291278,0.12,9.318090450673954e-05
106735,2017-06-19,KR149P,24964.0,KR7042700005,B0CSXQ8,HANMI SEMICONDUCTOR,KR,KRW,10102020.0,68446608.0,475984756.4224,0.1438,1.0,0.14,8.410274472132004e-05
106973,2017-06-19,KR01X9,41518.0,KR7002550002,6162164,KB Insurance,KR,KRW,30302025.0,105908920.0,1858051230.0,0.057,1.0,0.06,0.0001301339996639
107346,2017-06-19,EV058,170885.0,RU000A0JPVJ0,B5B27G4,ROSSETI,RU,RUB,65101015.0,302863558.0,2523859174.0555196,0.12,1.0,0.12,0.0003721390620827
107353,2017-06-19,EV048,42919.0,RU0009084396,B5B1RP0,MMK,RU,RUB,55102010.0,716139143.0,5621186353.943669,0.1274,1.0,0.13,0.0008799452491301
107414,2017-06-19,EG5043,281356.0,EGS673Y1C015,BVW29L4,EMAAR MISR FOR DEVELOPMENT,EG,EGP,35101010.0,89668072.0,688166327.8314,0.1303,1.0,0.13,0.0001101783008599
107428,2017-06-19,TR603T,261499.0,TREPOHO00012,B807W66,POLISAN HOLDING,TR,TRY,55201020.0,115753494.0,843684342.98,0.1372,1.0,0.14,0.0001422303725625
107451,2017-06-19,TR101M,242917.0,TRETRGY00018,B4WW142,TORUNLAR GAYRIMENKUL YATIRIM,TR,TRY,35102045.0,101050218.0,703692335.2769101,0.1436,1.0,0.14,0.0001241639423313
107457,2017-06-19,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,77474285.0,608118398.1996244,0.1274,1.0,0.13,9.51953676626575e-05
107529,2017-06-19,ZA11X8,6483.0,ZAE000029773,6650443,INVICTA,ZA,ZAR,50204010.0,57158820.0,476323488.38858,0.12,1.0,0.12,7.023304422962614e-05
107627,2017-06-19,PH208G,35038.0,PHY7311H1463,6850124,RIZAL COML.BKG.,PH,PHP,30101010.0,79625696.0,1667333885.2390816,0.2868,0.1665143,0.05,9.783888171559114e-05
108019,2017-09-18,ID20SP,41349.0,ID1000092703,6545248,BANK PAN INDONESIA,ID,IDR,30101010.0,265273940.0,1860266056.0379221,0.1426,1.0,0.14,0.000294753057148
108069,2017-09-18,MY20H3,12695.0,MYL4502OO000,6812555,MEDIA PRIMA,MY,MYR,40301035.0,25226111.0,186720385.5244705,0.6967,0.1939156,0.14,2.802941494066527e-05
108170,2017-09-18,BR03UZ,153189.0,BRPRMLACNOR9,BLD3273,PRUMO LOGISTICA ON,BR,BRL,50206060.0,173940149.0,1338001153.3576655,0.13,1.0,0.13,0.0001932696090634
108223,2017-09-18,TH22KY,261603.0,TH3437010004,B6ZG0Q0,ASIA AVIATION,TH,THB,40501010.0,938353.0,938329888.0,0.85,0.0011765,0.0,1.042629424639338e-06
108293,2017-09-18,IN09Q4,33906.0,INE671H01015,B1BL581,SOBHA DEVELOPERS,IN,INR,35101010.0,77692035.0,618178381.0516922,0.31,0.4054161,0.13,8.632572363610424e-05
108340,2017-09-18,IN12U2,251126.0,INE220J01025,BC5MTP2,FUTURE CONSUMER,IN,INR,45201010.0,110830277.0,1649161891.89,0.0973,0.6906886,0.07,0.0001231465215554
108381,2017-09-18,IN0319,5161.0,INE178A01016,6121563,CHENNAI PETROLEUM,IN,INR,60101020.0,86863326.0,1010085718.243536,0.3271,0.2629043,0.09,9.651619338312902e-05
108405,2017-09-18,IN01FL,214021.0,INE814H01011,B3WQH49,Adani Power,IN,INR,65101015.0,255648152.0,1897724113.148155,0.316,0.426307,0.13,0.0002840575834785
108435,2017-09-18,IN089M,215091.0,INE542F01012,B2NXD22,RELIANCE NAVAL & ENGINEERING,IN,INR,50206060.0,80060079.0,667167229.3547808,0.366,0.3278689,0.12,8.89569214403854e-05
108485,2017-09-18,IN60Y9,286707.0,INE500L01026,BYT56K5,S H KELKAR & CO,IN,INR,55201020.0,88131737.0,628802820.0325499,0.5397,0.2596961,0.14,9.79255591880406e-05
108523,2017-09-18,IN00RW,4600.0,INE531E01026,B02GZ11,HINDUSTAN COPPER,IN,INR,55102040.0,90325288.0,903252903.4773079,0.1,1.0,0.1,0.0001003628730955
108659,2017-09-18,HK198J,267759.0,KYG618221058,BC5ZFS6,MODERN LAND (CHINA) CO.,CN,HKD,35101010.0,55077223.0,611969048.052927,0.09,1.0,0.09,6.119779371646121e-05
108842,2017-09-18,EV058,170885.0,RU000A0JPVJ0,B5B27G4,ROSSETI,RU,RUB,65101015.0,459364258.0,3828029106.0133104,0.12,1.0,0.12,0.0005104120645625
109235,2017-09-18,EG5043,281356.0,EGS673Y1C015,BVW29L4,EMAAR MISR FOR DEVELOPMENT,EG,EGP,35101010.0,103068122.0,791006396.50956,0.1303,1.0,0.13,0.000114521780971
109243,2017-09-18,EG9025,39237.0,EGS42111C012,6325859,ALEXANDRIA CONTAINERS,EG,EGP,50206010.0,54770072.0,1369251909.8062372,0.04,1.0,0.04,6.085650992410652e-05
109245,2017-09-18,EG7023,43458.0,EGS3D061C015,6675275,EGYPT IRON & STEEL,EG,EGP,55102010.0,30439581.0,304091753.575167,0.1001,1.0,0.1,3.3822242614764944e-05
109249,2017-09-18,EG7034,39304.0,EGS3E181C010,B0Y52Q0,EGYPT ALUMINIUM,EG,EGP,55102035.0,89341737.0,890745126.5625,0.1003,1.0,0.1,9.927002294934748e-05
109253,2017-09-18,TR603T,261499.0,TREPOHO00012,B807W66,POLISAN HOLDING,TR,TRY,55201020.0,105600243.0,803043672.48,0.1315,1.0,0.13,0.0001173352891724
