,Date,Index_Symbol,Index_Name,Index_ISIN,Index_Type,Index_Currency,Index_Close,Index_Component_Count,Index_Float,Index_Mcap_Units,Index_Divisor,Internal_Number,ISIN,SEDOL,RIC,Instrument_Name,Country,Currency,Exchange,ICB,outNoShares_Review,Free_Float_Review,close_Review,Mcap_Units_Index_Currency,Weight,Cutoff,close_Cutoff,Free_Float_Cutoff,outNoShares_Cutoff,ADTV_3M_USD_Cutoff,Market_Cap_USD_Cutoff,Rank,Prev_Comp,New_Rank
79,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,6141.87,2369,0.8966,2.75e+19,4479295138,CA,US12673P1057,2214832,CA.OQ,CA Inc.,US,USD,NASDAQ,9537.0,421270100,0.752,33.74,10688667187.0,0.0015607059050451926,2017-11-30,33.07,0.7535,421219295.0,57666673.67,13929722085.65,80,True,80.0
80,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5087.64,2394,0.893,2.34e+19,4597315462,IDXX,US45168D1046,2459202,IDXX.OQ,IDEXX LABORATORIES,US,USD,NASDAQ,4537.0,89540618,1.0,119.03,10658019761.0,0.0015562309206625924,2016-11-30,117.65,1.0,89531171.0,55326072.49,10533342268.15,93,,81.0
81,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5087.64,2394,0.893,2.34e+19,4597315462,US02E2,US90384S3031,B28TS42,ULTA.OQ,ULTA SALON COSMETICS,US,USD,NASDAQ,5379.0,62369759,1.0,259.97,16214266247.0,0.0023675263374694365,2016-11-30,259.5,1.0,62454627.0,220868020.4,16206975706.5,66,False,82.0
82,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5087.64,2394,0.893,2.34e+19,4597315462,CTXS,US1773761002,2182553,CTXS.OQ,Citrix Systems Inc.,US,USD,NASDAQ,9537.0,155726896,1.0,91.45,14241224639.0,0.002079432636483903,2016-11-30,86.73,0.8366,155102006.0,102571060.2,13451996980.380001,77,True,83.0
83,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,4430.69,2512,0.8988,2.14e+19,4837637624,US403T,BMG667211046,B9CGTC3,NCLH.OQ,NORWEGIAN CRUISE LINE,US,USD,NASDAQ,5755.0,229468539,0.6869,59.04,9305999304.0,0.0013588156326696987,2015-11-30,57.44,0.6089,229745434.0,71343469.45,13196577728.96,73,False,84.0
84,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,2455.16,2411,0.8886,1.32e+19,5359023509,JBHT,US4456581077,2445416,JBHT.OQ,HUNT JB TRANSPORT SVS.,US,USD,NASDAQ,2779.0,116730528,0.8287,43.51,4208921948.0,0.0006145658034995487,2011-11-30,45.71,0.8287,120233567.0,47999128.86,5495876347.57,93,,85.0
85,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,2979.64,2423,0.8911,1.55e+19,5189333830,CHRW,US12541W2098,2116228,CHRW.OQ,C.H. Robinson Worldwide Inc.,US,USD,NASDAQ,2779.0,163023663,1.0,63.31,10321028105.0,0.0015070250787864571,2012-11-30,61.73,1.0,163023663.0,76457825.13,10063450716.99,59,True,86.0
86,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5087.64,2394,0.893,2.34e+19,4597315462,HOLX,US4364401012,2433530,HOLX.OQ,Hologic Inc.,US,USD,NASDAQ,4537.0,277422856,1.0,40.08,11119108068.0,0.0016235567369586998,2016-11-30,38.28,1.0,278829786.0,93333974.94,10673604208.08,92,,87.0
87,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,2979.64,2423,0.8911,1.55e+19,5189333830,EXPD,US3021301094,2325507,EXPD.OQ,Expeditors International of Wa,US,USD,NASDAQ,2771.0,210542529,1.0,39.76,8371170953.0,0.0012223166565032552,2012-11-30,37.43,1.0,210542529.0,60917446.62,7880606860.47,80,True,88.0
88,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5087.64,2394,0.893,2.34e+19,4597315462,HAS,US4180561072,2414580,HAS.OQ,Hasbro Inc.,US,USD,NASDAQ,3747.0,125407912,0.93,79.82,9309355368.0,0.0013593056684066968,2016-11-30,85.39,0.9257,125407912.0,100169980.1,10708581605.68,90,,89.0
89,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5087.64,2394,0.893,2.34e+19,4597315462,DISH,US25470M1099,2303581,DISH.OQ,DISH Network Corp. Cl A,US,USD,NASDAQ,5553.0,226424496,1.0,58.07,13148470483.0,0.0019198741214516324,2016-11-30,57.45,1.0,226278046.0,130043636.1,12999673742.7,79,True,90.0
90,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,4496.76,2486,0.8997,2.24e+19,4983219421,STX,IE00B58JVZ52,B58JVZ5,STX.OQ,Seagate Technology Inc.,US,USD,NASDAQ,9572.0,327238884,1.0,68.63,22458404609.0,0.003279264297216673,2014-11-28,66.11,1.0,326812000.0,173682858.7,21605541320.0,50,True,91.0
91,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,4430.69,2512,0.8988,2.14e+19,4837637624,HSIC,US8064071025,2416962,HSIC.OQ,Henry Schein Inc.,US,USD,NASDAQ,4537.0,83396962,1.0,153.89,12833958482.0,0.0018739506467488852,2015-11-30,156.48,1.0,83619111.0,64841850.39,13084718489.279999,74,True,92.0
92,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,4496.76,2486,0.8997,2.24e+19,4983219421,LINTA,US53071M1045,B144703,QVCA.OQ,LIBERTY INTERACTIVE CORP.,US,USD,NASDAQ,5553.0,447102241,1.0,29.15,13033030325.0,0.0019030181249912806,2014-11-28,29.15,1.0,452664871.0,60330862.02,13195180989.65,76,True,93.0
93,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5087.64,2394,0.893,2.34e+19,4597315462,VIANB,US92553P2011,B0SRLF4,VIAB.OQ,Viacom Inc. Cl B,US,USD,NASDAQ,5553.0,347224638,1.0,34.49,11975777765.0,0.0017486433760494277,2016-11-30,37.48,1.0,346608679.0,149664000.6,12990893288.919998,80,True,94.0
94,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,2513.82,2448,0.8845,1.39e+19,5519635075,AKAM,US00971T1016,2507457,AKAM.OQ,Akamai Technologies Inc.,US,USD,NASDAQ,9535.0,181605446,1.0,49.16,8927723725.0,0.0013035817181365817,2010-11-30,52.19,1.0,181605446.0,226343674.0,9477988226.74,51,True,95.0
95,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,6141.87,2369,0.8966,2.75e+19,4479295138,SNPS,US8716071076,2867719,SNPS.OQ,SYNOPSYS,US,USD,NASDAQ,9537.0,150247663,1.0,87.92,13209774531.0,0.0019288254329709153,2017-11-30,90.38,1.0,150310618.0,74610031.77,13585073654.84,83,,96.0
96,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,6141.87,2369,0.8966,2.75e+19,4479295138,US31D3,US98138H1014,B8K6ZD1,WDAY.OQ,WORKDAY CLASS,US,USD,NASDAQ,9537.0,134000000,1.0,103.65,13889100000.0,0.002028017151860375,2017-11-30,103.0,1.0,131104121.0,190556052.4,13503724463.0,84,,97.0
97,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,6141.87,2369,0.8966,2.75e+19,4479295138,ANSS,US03662Q1058,2045623,ANSS.OQ,Ansys Inc.,US,USD,NASDAQ,9537.0,85496576,1.0,147.59,12618439652.0,0.0018424816614446625,2017-11-30,148.19,1.0,85496576.0,67709133.37,12669737597.44,86,,98.0
98,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,6141.87,2369,0.8966,2.75e+19,4479295138,US404U,US02043Q1076,B00FWN1,ALNY.OQ,ALNYLAM PHARMACEUTICALS,US,USD,NASDAQ,4573.0,92730812,0.8879,122.76,10107529056.0,0.0014758510118362677,2017-11-30,134.54,0.8846,91487693.0,188147130.6,12308754216.22,88,,99.0
99,2017-12-18,SWUSACGV,STOXX US All Cap,,Gross Return,USD,6141.87,2369,0.8966,2.75e+19,4479295138,GRMN,CH0114405324,B3Z5T14,GRMN.OQ,Garmin Ltd.,US,USD,NASDAQ,9578.0,188156000,0.6399,58.63,7059112061.0,0.0010307363570434688,2017-11-30,62.08,0.6399,198077418.0,55180800.87,12296646109.44,89,,100.0
8116,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,AAPL,US0378331005,2046251,AAPL.OQ,Apple Inc.,US,USD,NASDAQ,9572.0,4829926000,0.9464,146.83,671000000000.0,0.10571977941462853,2018-11-30,178.58,1.0,4829926000.0,8151364066.0,862528185080.0,1,True,1.0
8115,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,MSFT,US5949181045,2588173,MSFT.OQ,Microsoft Corp.,US,USD,NASDAQ,9537.0,7676218736,1.0,94.13,723000000000.0,0.11391266843036725,2018-11-30,110.89,1.0,7683197503.0,3637986234.0,851989771107.67,2,True,2.0
8117,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,AMZN,US0231351067,2000019,AMZN.OQ,Amazon.com Inc.,US,USD,NASDAQ,5373.0,487741189,0.8383,1343.96,550000000000.0,0.08665555689723649,2018-11-30,1690.17,0.8383,485226904.0,11615296996.0,820115956333.68,3,True,3.0
8118,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,US40C2,US02079K1079,BYY88Y7,GOOG.OQ,ALPHABET CLASS C,US,USD,NASDAQ,9535.0,349615045,0.8875,976.22,303000000000.0,0.04773933407247756,2018-11-30,1094.43,0.8875,349883498.0,1998742584.0,382922996716.14,4,True,4.0
8119,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,US20PD,US30303M1027,B7TL820,FB.OQ,FACEBOOK CLASS A,US,USD,NASDAQ,9535.0,2411679559,1.0,124.06,299000000000.0,0.04710911184049766,2018-11-30,140.61,1.0,2398606201.0,3972335109.0,337268017922.61005,5,True,5.0
8120,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,GOOG,US02079K3059,BYVY8G0,GOOGL.OQ,ALPHABET INC. CL A,US,USD,NASDAQ,9535.0,298914199,1.0,984.67,294000000000.0,0.04632133405052278,2018-11-30,1109.65,1.0,298656198.0,2335984219.0,331403850110.7,6,True,6.0
8121,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,INTC,US4581401001,2463247,INTC.OQ,Intel Corp.,US,USD,NASDAQ,9576.0,4611000000,1.0,43.59,201000000000.0,0.031668667156990064,2018-11-30,49.31,1.0,4660000000.0,1312897782.0,229784600000.0,7,True,7.0
8122,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,CSCO,US17275R1023,2198163,CSCO.OQ,Cisco Systems Inc.,US,USD,NASDAQ,9578.0,4530186061,1.0,40.28,182000000000.0,0.028675111555085533,2018-11-30,47.87,1.0,4702882494.0,1060533329.0,225126984987.78,8,True,8.0
8123,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,CMCSA,US20030N1019,2044545,CMCSA.OQ,Comcast Corp. Cl A,US,USD,NASDAQ,5553.0,4540060394,1.0,33.07,150000000000.0,0.023633333699246317,2018-11-30,39.01,1.0,4592195625.0,846768953.9,179141551331.25,9,True,9.0
8124,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,PEP,US7134481081,2681511,PEP.OQ,PepsiCo Inc.,US,USD,NASDAQ,3537.0,1414321635,1.0,106.03,150000000000.0,0.023633333699246317,2018-11-30,121.94,1.0,1417848788.0,505122203.2,172892481208.72,10,False,10.0
8125,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,AMGN,US0311621009,2023607,AMGN.OQ,Amgen Inc.,US,USD,NASDAQ,4573.0,637219244,1.0,178.4,114000000000.0,0.0179613336114272,2018-11-30,208.25,1.0,661706007.0,568907173.4,137800275957.75,11,True,11.0
8126,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,NFLX,US64110L1061,2857817,NFLX.OQ,Netflix Inc.,US,USD,NASDAQ,5379.0,435457505,1.0,233.88,102000000000.0,0.016070666915487496,2018-11-30,286.13,1.0,435457505.0,4057019427.0,124597455905.65,12,True,12.0
8127,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,ADBE,US00724F1012,2008154,ADBE.OQ,ADOBE,US,USD,NASDAQ,9537.0,488133527,1.0,205.16,100000000000.0,0.015755555799497546,2018-11-30,250.89,1.0,489662656.0,979360672.4,122851463763.84,13,True,13.0
8128,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,US51NF,US70450Y1038,BYW36M8,PYPL.OQ,PayPal Holdings,US,USD,NASDAQ,2795.0,1178000000,1.0,77.06,90776680000.0,0.014302370470331328,2018-11-30,85.81,1.0,1183672508.0,822647372.3,101570937911.48,14,True,14.0
8130,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,PCCW,US22160K1051,2701271,COST.OQ,Costco Wholesale Corp.,US,USD,NASDAQ,5373.0,438541544,1.0,189.99,83318507945.0,0.01312729401058327,2018-11-30,231.28,1.0,439105871.0,563637243.3,101556405844.88,15,True,15.0
8133,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,NVDA,US67066G1040,2379504,NVDA.OQ,NVIDIA Corp.,US,USD,NASDAQ,9576.0,608000000,1.0,127.08,77264640000.0,0.012173473468480899,2018-11-30,163.43,1.0,607036458.0,2965211561.0,99207968330.94,16,True,16.0
8129,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,TXN,US8825081040,2885409,TXN.OQ,Texas Instruments Inc.,US,USD,NASDAQ,9576.0,972195072,1.0,87.8,85358727322.0,0.013448741912958665,2018-11-30,99.85,1.0,983105798.0,752920988.1,98163113930.29999,17,True,17.0
8135,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,SBUX,US8552441094,2842255,SBUX.OQ,Starbucks Corp.,US,USD,NASDAQ,5757.0,1240600000,1.0,60.56,75130736000.0,0.01183726503305319,2018-11-30,66.72,1.0,1405600000.0,750597229.1,93781632000.0,18,True,18.0
8132,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,GILD,US3755581036,2369174,GILD.OQ,Gilead Sciences Inc.,US,USD,NASDAQ,4573.0,1296340593,1.0,60.54,78480459500.0,0.012365032588224571,2018-11-30,71.94,1.0,1300260832.0,487228824.0,93540764254.08,19,True,19.0
8134,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,PCLN,US09857L1089,BDRXDB4,BKNG.OQ,BOOKING HOLDINGS,US,USD,NASDAQ,5759.0,47472026,1.0,1616.83,76754195798.0,0.01209305014740949,2018-11-30,1891.88,1.0,48174965.0,782392533.3,91141252784.20001,20,True,20.0
8131,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,QCOM,US7475251036,2714923,QCOM.OQ,Qualcomm Inc.,US,USD,NASDAQ,9576.0,1469111039,1.0,53.65,78817807242.0,0.012418183599953727,2018-11-30,58.26,1.0,1480363298.0,1045366030.0,86245965741.48,21,True,21.0
8136,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,WAG,US9314271084,BTN1Y44,WBA.OQ,WALGREENS BOOTS ALLIANCE,US,USD,NASDAQ,5333.0,992411822,0.854,65.26,55309135360.0,0.008714261683864428,2018-11-30,84.67,0.8541,992411822.0,452425471.3,84027508968.74,22,True,22.0
8137,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,US50H8,US16119P1084,BZ6VT82,CHTR.OQ,CHARTER COMMUNICATIONS CL.A,US,USD,NASDAQ,5553.0,231863931,0.6977,273.52,44247731013.0,0.006971475949764795,2018-11-30,329.2,0.6977,231863931.0,453478668.6,76329606085.2,23,True,23.0
8140,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,IDPH,US09062X1037,2455965,BIIB.OQ,BIOGEN INC.,US,USD,NASDAQ,4573.0,201482595,1.0,278.5,56112902708.0,0.008840899696876708,2018-11-30,333.72,1.0,201442850.0,414954322.2,67225507902.00001,24,True,24.0
8139,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,KFT,US6092071058,B8CKK03,MDLZ.OQ,MONDELEZ,US,USD,NASDAQ,3577.0,1466560999,1.0,39.48,57899828241.0,0.009122439746323993,2018-11-30,44.98,1.0,1475068042.0,319826649.5,66348560529.159996,25,True,25.0
8141,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,AUD,US0530151036,2065308,ADP.OQ,Automatic Data Processing Inc.,US,USD,NASDAQ,2795.0,437439841,1.0,121.95,53345788610.0,0.008404925491130555,2018-11-30,147.42,1.0,443269657.0,290200228.1,65346812834.939995,26,True,26.0
8145,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,CSX,US1264081035,2160753,CSX.OQ,CSX Corp.,US,USD,NASDAQ,2775.0,858810557,1.0,58.76,50463708329.0,0.007950837724271284,2018-11-30,72.63,1.0,875353546.0,417979712.0,63576928045.979996,27,True,27.0
8143,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,US20MA,US5007541064,BYRY499,KHC.OQ,KRAFT HEINZ COMPANY,US,USD,NASDAQ,3577.0,1219172261,0.5116,42.54,26533411612.0,0.004180486472039021,2018-11-30,51.12,0.4944,1219248231.0,364950657.1,62327969568.71999,28,True,28.0
8147,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,ISRG,US46120E6023,2871301,ISRG.OQ,Intuitive Surgical Inc.,US,USD,NASDAQ,4535.0,113747594,1.0,434.89,49467691155.0,0.007793909682649137,2018-11-30,530.87,1.0,113295092.0,426730644.0,60144965490.04,29,True,29.0
8146,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,US10YL,US88160R1014,B616C79,TSLA.OQ,TESLA,US,USD,NASDAQ,3353.0,170593144,0.8021,295.39,40419029213.0,0.0063682427012694285,2018-11-30,350.48,0.8013,169793685.0,2902373978.0,59509290718.8,30,True,30.0
8144,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,U0026,US8725901040,B94Q9V0,TMUS.OQ,T-Mobile US Inc,US,USD,NASDAQ,6575.0,847231474,0.3643,60.8,18765702699.0,0.0029566407599087617,2018-11-30,68.45,0.3648,854428593.0,239445398.0,58485637190.850006,31,True,31.0
8142,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,ESRX,US30219G1085,B7QQYV9,ESRX.OQ,EXPRESS SCRIPTS HOLDING,US,USD,NASDAQ,4533.0,562229000,1.0,92.33,51910603570.0,0.008178804111327315,2018-11-30,101.47,1.0,562120662.0,382229127.3,57038383573.14,32,True,32.0
8149,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,INTU,US4612021034,2459020,INTU.OQ,Intuit Inc.,US,USD,NASDAQ,9537.0,258671620,1.0,182.75,47272238555.0,0.007448003923204617,2018-11-30,214.53,1.0,256588282.0,375396869.7,55045884137.46,33,True,33.0
8150,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,CELG,US1510201049,2182348,CELG.OQ,Celgene Corp.,US,USD,NASDAQ,4573.0,699251840,1.0,59.21,41402701446.0,0.006523225728823907,2018-11-30,72.22,1.0,724827113.0,436244126.7,52347014100.86,34,True,34.0
8148,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,NWSA,US90130A1016,BBM4S68,FOXA.OQ,TWENTY-FIRST CENTURY FOX 'A',US,USD,NASDAQ,5553.0,1054008837,1.0,46.35,48853309595.0,0.007697110453141513,2018-11-30,49.47,1.0,1054008837.0,480829267.6,52141817166.39,35,True,35.0
8151,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,ILMN,US4523271090,2613990,ILMN.OQ,Illumina Inc.,US,USD,NASDAQ,4573.0,147000000,1.0,272.46,40051620000.0,0.006310355337702718,2018-11-30,337.5,1.0,147000000.0,342814275.9,49612500000.0,36,True,36.0
8152,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,VRTX,US92532F1003,2931034,VRTX.OQ,Vertex Pharmaceuticals Inc.,US,USD,NASDAQ,4573.0,255559939,1.0,151.91,38822110333.0,0.006116639256058317,2018-11-30,180.79,1.0,254830232.0,240557294.1,46070757643.28,37,True,37.0
8158,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,MU,US5951121038,2588184,MU.OQ,Micron Technology Inc.,US,USD,NASDAQ,9576.0,1134255375,1.0,29.02,32916090983.0,0.0051861130818399446,2018-11-30,38.56,1.0,1159764549.0,1502481597.0,44720521009.44,38,True,38.0
8156,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,CTSH,US1924461023,2257019,CTSH.OQ,Cognizant Technology Solutions,US,USD,NASDAQ,9533.0,580233834,1.0,60.02,34825634717.0,0.005486972310366124,2018-11-30,71.23,1.0,585898388.0,258000498.1,41733542177.240005,39,True,39.0
8155,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,MARA,US5719032022,2210614,MAR.OQ,Marriott International Inc. Cl,US,USD,NASDAQ,5753.0,346988137,0.8964,100.99,31411946365.0,0.0049491267372458155,2018-11-30,115.03,0.8983,346988137.0,287457878.4,39914045399.11,40,True,40.0
8153,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,US014R,US90130A2006,BBM4S80,FOX.OQ,TWENTY-FIRST CENTURY FOX 'B',US,USD,NASDAQ,5553.0,798520953,0.616,46.0,22626889724.0,0.003564992236155596,2018-11-30,49.03,0.616,798520953.0,208661059.0,39151482325.590004,41,True,41.0
8154,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,REGN,US75886F1075,2730190,REGN.OQ,REGENERON PHARMS.,US,USD,NASDAQ,4573.0,106144994,0.7772,340.64,28101399744.0,0.00442753171710578,2018-11-30,365.65,0.7758,105949824.0,256261291.0,38740553145.6,42,True,42.0
8157,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,ATVI,US00507V1098,2575818,ATVI.OQ,Activision Blizzard Inc.,US,USD,NASDAQ,3747.0,762408587,1.0,43.99,33538353742.0,0.005284154038053683,2018-11-30,49.88,1.0,761204842.0,596273522.5,37968897518.96,43,True,43.0
8161,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,AMAT,US0382221051,2046552,AMAT.OQ,Applied Materials Inc.,US,USD,NASDAQ,9576.0,982990521,1.0,28.99,28496895204.0,0.00448984422499056,2018-11-30,37.28,1.0,1008047762.0,474766906.4,37580020567.36,44,True,44.0
8159,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,ADI,US0326541051,2032067,ADI.OQ,Analog Devices Inc.,US,USD,NASDAQ,9576.0,371669966,1.0,80.42,29889698666.0,0.004709288151623303,2018-11-30,91.92,1.0,369803589.0,312929168.5,33992345900.88,45,True,45.0
8160,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,ROST,US7782961038,2746711,ROST.OQ,Ross Stores Inc.,US,USD,NASDAQ,5371.0,376540575,1.0,76.3,28730045873.0,0.0045265784087417564,2018-11-30,87.6,1.0,378632615.0,300190192.7,33168217073.999996,46,True,46.0
8164,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,HANS,US61174X1090,BZ07BW4,MNST.OQ,MONSTER BEVERAGE,US,USD,NASDAQ,3537.0,552963481,0.7283,47.95,19310582389.0,0.003042489583506841,2018-11-30,59.68,0.7282,552523130.0,188921073.3,32974580398.4,47,True,47.0
8162,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,FISV,US3377381088,2342034,FISV.OQ,Fiserv Inc.,US,USD,NASDAQ,2795.0,404927094,1.0,69.0,27939969486.0,0.004402097482729317,2018-11-30,79.13,1.0,409436764.0,155521357.2,32398731135.32,48,True,48.0
8168,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,ACAD,US0527691069,2065159,ADSK.OQ,Autodesk Inc.,US,USD,NASDAQ,9537.0,218616633,1.0,118.32,25866720017.0,0.004075445505778236,2018-11-30,144.5,1.0,219145087.0,315179874.6,31666465071.5,49,True,49.0
8167,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,EBAY,US2786421030,2293819,EBAY.OQ,eBay Inc.,US,USD,NASDAQ,5377.0,989549611,0.9409,26.14,24338097366.0,0.003834602511036172,2018-11-30,29.85,0.9409,993978034.0,389293221.4,29670244314.9,50,True,50.0
8171,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,US82NJ,NL0009538784,B505PN7,NXPI.OQ,NXP Semiconductors NV,US,USD,NASDAQ,9576.0,343993000,1.0,67.71,23291766030.0,0.003669747193545064,2018-11-30,83.37,1.0,343993000.0,521209050.3,28678696410.0,51,False,51.0
8165,2018-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,5427.22,2380,0.893,2.35e+19,4322355962,ORLY,US67103H1077,B65LWX6,ORLY.OQ,O'Reilly Automotive Inc.,US,USD,NASDAQ,5379.0,80563009,1.0,327.41,26377134777.0,0.0041558641880989075,2018-11-30,346.78,1.0,81911743.0,231449841.5,28405354237.539997,52,True,52.0
